"id","bookid","chapterid","verseno","versetext","imageurl","icon","tagrefs","verserefs","topicrefs","seqno","bookno"
25691,LUKE,11,46,"And he said, <font fgcolor=""#FF4444"">Woe unto you also, ye lawyers! for ye lade men with burdens grievous to be borne, and ye yourselves touch not the burdens with one of your fingers.",,,,,,25691,42
25692,LUKE,11,47,"<font fgcolor=""#FF4444"">Woe unto you! for ye build the sepulchres of the prophets, and your fathers killed them.",,,,,,25692,42
25693,LUKE,11,48,"<font fgcolor=""#FF4444"">Truly ye bear witness that ye allow the deeds of your fathers: for they indeed killed them, and ye build their sepulchres.",,,,,,25693,42
25694,LUKE,11,49,"<font fgcolor=""#FF4444"">Therefore also said the wisdom of God, I will send them prophets and apostles, and some of them they shall slay and persecute:",,,,,,25694,42
25695,LUKE,11,50,"<font fgcolor=""#FF4444"">That the blood of all the prophets, which was shed from the foundation of the world, may be required of this generation;",,,,,,25695,42
25696,LUKE,11,51,"<font fgcolor=""#FF4444"">From the blood of Abel unto the blood of Zacharias which perished between the altar and the temple: verily I say unto you, It shall be required of this generation.",,,,,,25696,42
25697,LUKE,11,52,"<font fgcolor=""#FF4444"">Woe unto you, lawyers! for ye have taken away the key of knowledge: ye entered not in yourselves, and them that were entering in ye hindered.",,,,,,25697,42
25698,LUKE,11,53,"And as he said these things unto them, the scribes and the Pharisees began to urge him vehemently, and to provoke him to speak of many things:",,,,,,25698,42
25699,LUKE,11,54,"Laying wait for him, and seeking to catch something out of his mouth, that they might accuse him.",,,,,,25699,42
25700,LUKE,12,1,"In the mean time, when there were gathered together an innumerable multitude of people, insomuch that they trode one upon another, he began to say unto his disciples first of all, <font fgcolor=""#FF4444"">Beware ye of the leaven of the Pharisees, which is hypocrisy.",,,,,,25700,42
25701,LUKE,12,2,"<font fgcolor=""#FF4444"">For there is nothing covered, that shall not be revealed; neither hid, that shall not be known.",,,,,,25701,42
25702,LUKE,12,3,"<font fgcolor=""#FF4444"">Therefore whatsoever ye have spoken in darkness shall be heard in the light; and that which ye have spoken in the ear in closets shall be proclaimed upon the housetops.",,,,,,25702,42
25703,LUKE,12,4,"<font fgcolor=""#FF4444"">And I say unto you my friends, Be not afraid of them that kill the body, and after that have no more that they can do.",,,,,,25703,42
25704,LUKE,12,5,"<font fgcolor=""#FF4444"">But I will forewarn you whom ye shall fear: Fear him, which after he hath killed hath power to cast into hell; yea, I say unto you, Fear him.",,,,,,25704,42
25705,LUKE,12,6,"<font fgcolor=""#FF4444"">Are not five sparrows sold for two farthings, and not one of them is forgotten before God?",,,,,,25705,42
25706,LUKE,12,7,"<font fgcolor=""#FF4444"">But even the very hairs of your head are all numbered. Fear not therefore: ye are of more value than many sparrows.",,,,,,25706,42
25707,LUKE,12,8,"<font fgcolor=""#FF4444"">Also I say unto you, Whosoever shall confess me before men, him shall the Son of man also confess before the angels of God:",,,,,,25707,42
25708,LUKE,12,9,"<font fgcolor=""#FF4444"">But he that denieth me before men shall be denied before the angels of God.",,,,,,25708,42
25709,LUKE,12,10,"<font fgcolor=""#FF4444"">And whosoever shall speak a word against the Son of man, it shall be forgiven him: but unto him that blasphemeth against the Holy Ghost it shall not be forgiven.",,,,,,25709,42
25710,LUKE,12,11,"<font fgcolor=""#FF4444"">And when they bring you unto the synagogues, and unto magistrates, and powers, take ye no thought how or what thing ye shall answer, or what ye shall say:",,,,,,25710,42
25711,LUKE,12,12,"<font fgcolor=""#FF4444"">For the Holy Ghost shall teach you in the same hour what ye ought to say.",,,,,,25711,42
25712,LUKE,12,13,"And one of the company said unto him, Master, speak to my brother, that he divide the inheritance with me.",,,,,,25712,42
25713,LUKE,12,14,"And he said unto him, <font fgcolor=""#FF4444"">Man, who made me a judge or a divider over you?",,,,,,25713,42
25714,LUKE,12,15,"And he said unto them, <font fgcolor=""#FF4444"">Take heed, and beware of covetousness: for a man's life consisteth not in the abundance of the things which he possesseth.",,,,,,25714,42
25715,LUKE,12,16,"And he spake a parable unto them, saying, <font fgcolor=""#FF4444"">The ground of a certain rich man brought forth plentifully:",,,,,,25715,42
25716,LUKE,12,17,"<font fgcolor=""#FF4444"">And he thought within himself, saying, What shall I do, because I have no room where to bestow my fruits?",,,,,,25716,42
25717,LUKE,12,18,"<font fgcolor=""#FF4444"">And he said, This will I do: I will pull down my barns, and build greater; and there will I bestow all my fruits and my goods.",,,,,,25717,42
25718,LUKE,12,19,"<font fgcolor=""#FF4444"">And I will say to my soul, Soul, thou hast much goods laid up for many years; take thine ease, eat, drink, and be merry.",,,,,,25718,42
25719,LUKE,12,20,"<font fgcolor=""#FF4444"">But God said unto him, Thou fool, this night thy soul shall be required of thee: then whose shall those things be, which thou hast provided?",,,,,,25719,42
25720,LUKE,12,21,"<font fgcolor=""#FF4444"">So is he that layeth up treasure for himself, and is not rich toward God.",,,,,,25720,42
25721,LUKE,12,22,"And he said unto his disciples, <font fgcolor=""#FF4444"">Therefore I say unto you, Take no thought for your life, what ye shall eat; neither for the body, what ye shall put on.",,,,,,25721,42
25722,LUKE,12,23,"<font fgcolor=""#FF4444"">The life is more than meat, and the body is more than raiment.",,,,,,25722,42
25723,LUKE,12,24,"<font fgcolor=""#FF4444"">Consider the ravens: for they neither sow nor reap; which neither have storehouse nor barn; and God feedeth them: how much more are ye better than the fowls?",,,,,,25723,42
25724,LUKE,12,25,"<font fgcolor=""#FF4444"">And which of you with taking thought can add to his stature one cubit?",,,,,,25724,42
25725,LUKE,12,26,"<font fgcolor=""#FF4444"">If ye then be not able to do that thing which is least, why take ye thought for the rest?",,,,,,25725,42
25726,LUKE,12,27,"<font fgcolor=""#FF4444"">Consider the lilies how they grow: they toil not, they spin not; and yet I say unto you, that Solomon in all his glory was not arrayed like one of these.",,,,,,25726,42
25727,LUKE,12,28,"<font fgcolor=""#FF4444"">If then God so clothe the grass, which is to day in the field, and to morrow is cast into the oven; how much more will he clothe you, O ye of little faith?",,,,,,25727,42
25728,LUKE,12,29,"<font fgcolor=""#FF4444"">And seek not ye what ye shall eat, or what ye shall drink, neither be ye of doubtful mind.",,,,,,25728,42
25729,LUKE,12,30,"<font fgcolor=""#FF4444"">For all these things do the nations of the world seek after: and your Father knoweth that ye have need of these things.",,,,,,25729,42
25730,LUKE,12,31,"<font fgcolor=""#FF4444"">But rather seek ye the kingdom of God; and all these things shall be added unto you.",,,,,,25730,42
25731,LUKE,12,32,"<font fgcolor=""#FF4444"">Fear not, little flock; for it is your Father's good pleasure to give you the kingdom.",,,,,,25731,42
25732,LUKE,12,33,"<font fgcolor=""#FF4444"">Sell that ye have, and give alms; provide yourselves bags which wax not old, a treasure in the heavens that faileth not, where no thief approacheth, neither moth corrupteth.",,,,,,25732,42
25733,LUKE,12,34,"<font fgcolor=""#FF4444"">For where your treasure is, there will your heart be also.",,,,,,25733,42
25734,LUKE,12,35,"<font fgcolor=""#FF4444"">Let your loins be girded about, and your lights burning;",,,,,,25734,42
25735,LUKE,12,36,"<font fgcolor=""#FF4444"">And ye yourselves like unto men that wait for their lord, when he will return from the wedding; that when he cometh and knocketh, they may open unto him immediately.",,,,,,25735,42
25736,LUKE,12,37,"<font fgcolor=""#FF4444"">Blessed are those servants, whom the lord when he cometh shall find watching: verily I say unto you, that he shall gird himself, and make them to sit down to meat, and will come forth and serve them.",,,,,,25736,42
25737,LUKE,12,38,"<font fgcolor=""#FF4444"">And if he shall come in the second watch, or come in the third watch, and find them so, blessed are those servants.",,,,,,25737,42
25738,LUKE,12,39,"<font fgcolor=""#FF4444"">And this know, that if the goodman of the house had known what hour the thief would come, he would have watched, and not have suffered his house to be broken through.",,,,,,25738,42
25739,LUKE,12,40,"<font fgcolor=""#FF4444"">Be ye therefore ready also: for the Son of man cometh at an hour when ye think not.",,,,,,25739,42
25740,LUKE,12,41,"Then Peter said unto him, Lord, speakest thou this parable unto us, or even to all?",,,,,,25740,42
25741,LUKE,12,42,"And the Lord said, <font fgcolor=""#FF4444"">Who then is that faithful and wise steward, whom his lord shall make ruler over his household, to give them their portion of meat in due season?",,,,,,25741,42
25742,LUKE,12,43,"<font fgcolor=""#FF4444"">Blessed is that servant, whom his lord when he cometh shall find so doing.",,,,,,25742,42
25743,LUKE,12,44,"<font fgcolor=""#FF4444"">Of a truth I say unto you, that he will make him ruler over all that he hath.",,,,,,25743,42
25744,LUKE,12,45,"<font fgcolor=""#FF4444"">But and if that servant say in his heart, My lord delayeth his coming; and shall begin to beat the menservants and maidens, and to eat and drink, and to be drunken;",,,,,,25744,42
25745,LUKE,12,46,"<font fgcolor=""#FF4444"">The lord of that servant will come in a day when he looketh not for him, and at an hour when he is not aware, and will cut him in sunder, and will appoint him his portion with the unbelievers.",,,,,,25745,42
25746,LUKE,12,47,"<font fgcolor=""#FF4444"">And that servant, which knew his lord's will, and prepared not himself, neither did according to his will, shall be beaten with many stripes.",,,,,,25746,42
25747,LUKE,12,48,"<font fgcolor=""#FF4444"">But he that knew not, and did commit things worthy of stripes, shall be beaten with few stripes. For unto whomsoever much is given, of him shall be much required: and to whom men have committed much, of him they will ask the more.",,,,,,25747,42
25748,LUKE,12,49,"<font fgcolor=""#FF4444"">I am come to send fire on the earth; and what will I, if it be already kindled?",,,,,,25748,42
25749,LUKE,12,50,"<font fgcolor=""#FF4444"">But I have a baptism to be baptized with; and how am I straitened till it be accomplished!",,,,,,25749,42
25750,LUKE,12,51,"<font fgcolor=""#FF4444"">Suppose ye that I am come to give peace on earth? I tell you, Nay; but rather division:",,,,,,25750,42
25751,LUKE,12,52,"<font fgcolor=""#FF4444"">For from henceforth there shall be five in one house divided, three against two, and two against three.",,,,,,25751,42
25752,LUKE,12,53,"<font fgcolor=""#FF4444"">The father shall be divided against the son, and the son against the father; the mother against the daughter, and the daughter against the mother; the mother in law against her daughter in law, and the daughter in law against her mother in law.",,,,,,25752,42
25753,LUKE,12,54,"<font fgcolor=""#FF4444"">And he said also to the people, When ye see a cloud rise out of the west, straightway ye say, There cometh a shower; and so it is.",,,,,,25753,42
25754,LUKE,12,55,"<font fgcolor=""#FF4444"">And when ye see the south wind blow, ye say, There will be heat; and it cometh to pass.",,,,,,25754,42
25755,LUKE,12,56,"<font fgcolor=""#FF4444"">Ye hypocrites, ye can discern the face of the sky and of the earth; but how is it that ye do not discern this time?",,,,,,25755,42
25756,LUKE,12,57,"<font fgcolor=""#FF4444"">Yea, and why even of yourselves judge ye not what is right?",,,,,,25756,42
25757,LUKE,12,58,"<font fgcolor=""#FF4444"">When thou goest with thine adversary to the magistrate, as thou art in the way, give diligence that thou mayest be delivered from him; lest he hale thee to the judge, and the judge deliver thee to the officer, and the officer cast thee into prison.",,,,,,25757,42
25758,LUKE,12,59,"<font fgcolor=""#FF4444"">I tell thee, thou shalt not depart thence, till thou hast paid the very last mite.",,,,,,25758,42
25759,LUKE,13,1,"There were present at that season some that told him of the Galilaeans, whose blood Pilate had mingled with their sacrifices.",,,,,,25759,42
25760,LUKE,13,2,"And Jesus answering said unto them, <font fgcolor=""#FF4444"">Suppose ye that these Galilaeans were sinners above all the Galilaeans, because they suffered such things?",,,,,,25760,42
25761,LUKE,13,3,"<font fgcolor=""#FF4444"">I tell you, Nay: but, except ye repent, ye shall all likewise perish.",,,,,,25761,42
25762,LUKE,13,4,"<font fgcolor=""#FF4444"">Or those eighteen, upon whom the tower in Siloam fell, and slew them, think ye that they were sinners above all men that dwelt in Jerusalem?",,,,,,25762,42
25763,LUKE,13,5,"<font fgcolor=""#FF4444"">I tell you, Nay: but, except ye repent, ye shall all likewise perish.",,,,,,25763,42
25764,LUKE,13,6,"He spake also this parable; <font fgcolor=""#FF4444"">A certain man had a fig tree planted in his vineyard; and he came and sought fruit thereon, and found none.",,,,,,25764,42
25765,LUKE,13,7,"<font fgcolor=""#FF4444"">Then said he unto the dresser of his vineyard, Behold, these three years I come seeking fruit on this fig tree, and find none: cut it down; why cumbereth it the ground?",,,,,,25765,42
25766,LUKE,13,8,"<font fgcolor=""#FF4444"">And he answering said unto him, Lord, let it alone this year also, till I shall dig about it, and dung it:",,,,,,25766,42
25767,LUKE,13,9,"<font fgcolor=""#FF4444"">And if it bear fruit, well: and if not, then after that thou shalt cut it down.",,,,,,25767,42
25768,LUKE,13,10,And he was teaching in one of the synagogues on the sabbath.,,,,,,25768,42
25769,LUKE,13,11,"And, behold, there was a woman which had a spirit of infirmity eighteen years, and was bowed together, and could in no wise lift up herself.",,,,,,25769,42
25770,LUKE,13,12,"And when Jesus saw her, he called her to him, and said unto her, <font fgcolor=""#FF4444"">Woman, thou art loosed from thine infirmity.",,,,,,25770,42
25771,LUKE,13,13,"And he laid his hands on her: and immediately she was made straight, and glorified God.",,,,,,25771,42
25772,LUKE,13,14,"And the ruler of the synagogue answered with indignation, because that Jesus had healed on the sabbath day, and said unto the people, There are six days in which men ought to work: in them therefore come and be healed, and not on the sabbath day.",,,,,,25772,42
25773,LUKE,13,15,"The Lord then answered him, and said, <font fgcolor=""#FF4444"">Thou hypocrite, doth not each one of you on the sabbath loose his ox or his ass from the stall, and lead him away to watering?",,,,,,25773,42
25774,LUKE,13,16,"<font fgcolor=""#FF4444"">And ought not this woman, being a daughter of Abraham, whom Satan hath bound, lo, these eighteen years, be loosed from this bond on the sabbath day?",,,,,,25774,42
25775,LUKE,13,17,"And when he had said these things, all his adversaries were ashamed: and all the people rejoiced for all the glorious things that were done by him.",,,,,,25775,42
25776,LUKE,13,18,"Then said he, <font fgcolor=""#FF4444"">Unto what is the kingdom of God like? and whereunto shall I resemble it?",,,,,,25776,42
25777,LUKE,13,19,"<font fgcolor=""#FF4444"">It is like a grain of mustard seed, which a man took, and cast into his garden; and it grew, and waxed a great tree; and the fowls of the air lodged in the branches of it.",,,,,,25777,42
25778,LUKE,13,20,"And again he said, <font fgcolor=""#FF4444"">Whereunto shall I liken the kingdom of God?",,,,,,25778,42
25779,LUKE,13,21,"<font fgcolor=""#FF4444"">It is like leaven, which a woman took and hid in three measures of meal, till the whole was leavened.",,,,,,25779,42
25780,LUKE,13,22,"And he went through the cities and villages, teaching, and journeying toward Jerusalem.",,,,,,25780,42
25781,LUKE,13,23,"Then said one unto him, Lord, are there few that be saved? And he said unto them,",,,,,,25781,42
25782,LUKE,13,24,"<font fgcolor=""#FF4444"">Strive to enter in at the strait gate: for many, I say unto you, will seek to enter in, and shall not be able.",,,,,,25782,42
25783,LUKE,13,25,"<font fgcolor=""#FF4444"">When once the master of the house is risen up, and hath shut to the door, and ye begin to stand without, and to knock at the door, saying, Lord, Lord, open unto us; and he shall answer and say unto you, I know you not whence ye are:",,,,,,25783,42
25784,LUKE,13,26,"<font fgcolor=""#FF4444"">Then shall ye begin to say, We have eaten and drunk in thy presence, and thou hast taught in our streets.",,,,,,25784,42
25785,LUKE,13,27,"<font fgcolor=""#FF4444"">But he shall say, I tell you, I know you not whence ye are; depart from me, all ye workers of iniquity.",,,,,,25785,42
25786,LUKE,13,28,"<font fgcolor=""#FF4444"">There shall be weeping and gnashing of teeth, when ye shall see Abraham, and Isaac, and Jacob, and all the prophets, in the kingdom of God, and you yourselves thrust out.",,,,,,25786,42
25787,LUKE,13,29,"<font fgcolor=""#FF4444"">And they shall come from the east, and from the west, and from the north, and from the south, and shall sit down in the kingdom of God.",,,,,,25787,42
25788,LUKE,13,30,"<font fgcolor=""#FF4444"">And, behold, there are last which shall be first, and there are first which shall be last.",,,,,,25788,42
25789,LUKE,13,31,"The same day there came certain of the Pharisees, saying unto him, Get thee out, and depart hence: for Herod will kill thee.",,,,,,25789,42
25790,LUKE,13,32,"And he said unto them, <font fgcolor=""#FF4444"">Go ye, and tell that fox, Behold, I cast out devils, and I do cures to day and to morrow, and the third day I shall be perfected.",,,,,,25790,42
25791,LUKE,13,33,"<font fgcolor=""#FF4444"">Nevertheless I must walk to day, and to morrow, and the day following: for it cannot be that a prophet perish out of Jerusalem.",,,,,,25791,42
25792,LUKE,13,34,"<font fgcolor=""#FF4444"">O Jerusalem, Jerusalem, which killest the prophets, and stonest them that are sent unto thee; how often would I have gathered thy children together, as a hen doth gather her brood under her wings, and ye would not!",,,,,,25792,42
25793,LUKE,13,35,"<font fgcolor=""#FF4444"">Behold, your house is left unto you desolate: and verily I say unto you, Ye shall not see me, until the time come when ye shall say, Blessed is he that cometh in the name of the Lord.",,,,,,25793,42
25794,LUKE,14,1,"And it came to pass, as he went into the house of one of the chief Pharisees to eat bread on the sabbath day, that they watched him.",,,,,,25794,42
25795,LUKE,14,2,"And, behold, there was a certain man before him which had the dropsy.",,,,,,25795,42
25796,LUKE,14,3,"And Jesus answering spake unto the lawyers and Pharisees, saying, <font fgcolor=""#FF4444"">Is it lawful to heal on the sabbath day?",,,,,,25796,42
25797,LUKE,14,4,"And they held their peace. And he took him, and healed him, and let him go;",,,,,,25797,42
25798,LUKE,14,5,"And answered them, saying, <font fgcolor=""#FF4444"">Which of you shall have an ass or an ox fallen into a pit, and will not straightway pull him out on the sabbath day?",,,,,,25798,42
25799,LUKE,14,6,And they could not answer him again to these things.,,,,,,25799,42
25800,LUKE,14,7,"And he put forth a parable to those which were bidden, when he marked how they chose out the chief rooms; saying unto them.",,,,,,25800,42
25801,LUKE,14,8,"<font fgcolor=""#FF4444"">When thou art bidden of any man to a wedding, sit not down in the highest room; lest a more honourable man than thou be bidden of him;",,,,,,25801,42
25802,LUKE,14,9,"<font fgcolor=""#FF4444"">And he that bade thee and him come and say to thee, Give this man place; and thou begin with shame to take the lowest room.",,,,,,25802,42
25803,LUKE,14,10,"<font fgcolor=""#FF4444"">But when thou art bidden, go and sit down in the lowest room; that when he that bade thee cometh, he may say unto thee, Friend, go up higher: then shalt thou have worship in the presence of them that sit at meat with thee.",,,,,,25803,42
25804,LUKE,14,11,"<font fgcolor=""#FF4444"">For whosoever exalteth himself shall be abased; and he that humbleth himself shall be exalted.",,,,,,25804,42
25805,LUKE,14,12,"<font fgcolor=""#FF4444"">Then said he also to him that bade him, When thou makest a dinner or a supper, call not thy friends, nor thy brethren, neither thy kinsmen, nor thy rich neighbours; lest they also bid thee again, and a recompence be made thee.",,,,,,25805,42
25806,LUKE,14,13,"<font fgcolor=""#FF4444"">But when thou makest a feast, call the poor, the maimed, the lame, the blind:",,,,,,25806,42
25807,LUKE,14,14,"<font fgcolor=""#FF4444"">And thou shalt be blessed; for they cannot recompense thee: for thou shalt be recompensed at the resurrection of the just.",,,,,,25807,42
25808,LUKE,14,15,"And when one of them that sat at meat with him heard these things, he said unto him, Blessed is he that shall eat bread in the kingdom of God.",,,,,,25808,42
25809,LUKE,14,16,"Then said he unto him, <font fgcolor=""#FF4444"">A certain man made a great supper, and bade many:",,,,,,25809,42
25810,LUKE,14,17,"<font fgcolor=""#FF4444"">And sent his servant at supper time to say to them that were bidden, Come; for all things are now ready.",,,,,,25810,42
25811,LUKE,14,18,"<font fgcolor=""#FF4444"">And they all with one consent began to make excuse. The first said unto him, I have bought a piece of ground, and I must needs go and see it: I pray thee have me excused.",,,,,,25811,42
25812,LUKE,14,19,"<font fgcolor=""#FF4444"">And another said, I have bought five yoke of oxen, and I go to prove them: I pray thee have me excused.",,,,,,25812,42
25813,LUKE,14,20,"<font fgcolor=""#FF4444"">And another said, I have married a wife, and therefore I cannot come.",,,,,,25813,42
25814,LUKE,14,21,"<font fgcolor=""#FF4444"">So that servant came, and shewed his lord these things. Then the master of the house being angry said to his servant, Go out quickly into the streets and lanes of the city, and bring in hither the poor, and the maimed, and the halt, and the blind.",,,,,,25814,42
25815,LUKE,14,22,"<font fgcolor=""#FF4444"">And the servant said, Lord, it is done as thou hast commanded, and yet there is room.",,,,,,25815,42
25816,LUKE,14,23,"<font fgcolor=""#FF4444"">And the lord said unto the servant, Go out into the highways and hedges, and compel them to come in, that my house may be filled.",,,,,,25816,42
25817,LUKE,14,24,"<font fgcolor=""#FF4444"">For I say unto you, That none of those men which were bidden shall taste of my supper.",,,,,,25817,42
25818,LUKE,14,25,"And there went great multitudes with him: and he turned, and said unto them,",,,,,,25818,42
25819,LUKE,14,26,"<font fgcolor=""#FF4444"">If any man come to me, and hate not his father, and mother, and wife, and children, and brethren, and sisters, yea, and his own life also, he cannot be my disciple.",,,,,,25819,42
25820,LUKE,14,27,"<font fgcolor=""#FF4444"">And whosoever doth not bear his cross, and come after me, cannot be my disciple.",,,,,,25820,42
25821,LUKE,14,28,"<font fgcolor=""#FF4444"">For which of you, intending to build a tower, sitteth not down first, and counteth the cost, whether he have sufficient to finish it?",,,,,,25821,42
25822,LUKE,14,29,"<font fgcolor=""#FF4444"">Lest haply, after he hath laid the foundation, and is not able to finish it, all that behold it begin to mock him,",,,,,,25822,42
25823,LUKE,14,30,"<font fgcolor=""#FF4444"">Saying, This man began to build, and was not able to finish.",,,,,,25823,42
25824,LUKE,14,31,"<font fgcolor=""#FF4444"">Or what king, going to make war against another king, sitteth not down first, and consulteth whether he be able with ten thousand to meet him that cometh against him with twenty thousand?",,,,,,25824,42
25825,LUKE,14,32,"<font fgcolor=""#FF4444"">Or else, while the other is yet a great way off, he sendeth an ambassage, and desireth conditions of peace.",,,,,,25825,42
25826,LUKE,14,33,"<font fgcolor=""#FF4444"">So likewise, whosoever he be of you that forsaketh not all that he hath, he cannot be my disciple.",,,,,,25826,42
25827,LUKE,14,34,"<font fgcolor=""#FF4444"">Salt is good: but if the salt have lost his savour, wherewith shall it be seasoned?",,,,,,25827,42
25828,LUKE,14,35,"<font fgcolor=""#FF4444"">It is neither fit for the land, nor yet for the dunghill; but men cast it out. He that hath ears to hear, let him hear.",,,,,,25828,42
25829,LUKE,15,1,Then drew near unto him all the publicans and sinners for to hear him.,,,,,,25829,42
25830,LUKE,15,2,"And the Pharisees and scribes murmured, saying, This man receiveth sinners, and eateth with them.",,,,,,25830,42
25831,LUKE,15,3,"And he spake this parable unto them, saying,",,,,,,25831,42
25832,LUKE,15,4,"<font fgcolor=""#FF4444"">What man of you, having an hundred sheep, if he lose one of them, doth not leave the ninety and nine in the wilderness, and go after that which is lost, until he find it?",,,,,,25832,42
25833,LUKE,15,5,"<font fgcolor=""#FF4444"">And when he hath found it, he layeth it on his shoulders, rejoicing.",,,,,,25833,42
25834,LUKE,15,6,"<font fgcolor=""#FF4444"">And when he cometh home, he calleth together his friends and neighbours, saying unto them, Rejoice with me; for I have found my sheep which was lost.",,,,,,25834,42
25835,LUKE,15,7,"<font fgcolor=""#FF4444"">I say unto you, that likewise joy shall be in heaven over one sinner that repenteth, more than over ninety and nine just persons, which need no repentance.",,,,,,25835,42
25836,LUKE,15,8,"<font fgcolor=""#FF4444"">Either what woman having ten pieces of silver, if she lose one piece, doth not light a candle, and sweep the house, and seek diligently till she find it?",,,,,,25836,42
25837,LUKE,15,9,"<font fgcolor=""#FF4444"">And when she hath found it, she calleth her friends and her neighbours together, saying, Rejoice with me; for I have found the piece which I had lost.",,,,,,25837,42
25838,LUKE,15,10,"<font fgcolor=""#FF4444"">Likewise, I say unto you, there is joy in the presence of the angels of God over one sinner that repenteth.",,,,,,25838,42
