"id","bookid","chapterid","verseno","versetext","imageurl","icon","tagrefs","verserefs","topicrefs","seqno","bookno"
6372,DEUT,15,9,"Beware that there be not a thought in thy wicked heart, saying, The seventh year, the year of release, is at hand; and thine eye be evil against thy poor brother, and thou givest him nought; and he cry unto the LORD against thee, and it be sin unto thee.",,,,,,6372,5
6373,DEUT,15,10,"Thou shalt surely give him, and thine heart shall not be grieved when thou givest unto him: because that for this thing the LORD thy God shall bless thee in all thy works, and in all that thou puttest thine hand unto.",,,,,,6373,5
6374,DEUT,15,11,"For the poor shall never cease out of the land: therefore I command thee, saying, Thou shalt open thine hand wide unto thy brother, to thy poor, and to thy needy, in thy land.",,,,,,6374,5
6375,DEUT,15,12,"And if thy brother, an Hebrew man, or an Hebrew woman, be sold unto thee, and serve thee six years; then in the seventh year thou shalt let him go free from thee.",,,,,,6375,5
6376,DEUT,15,13,"And when thou sendest him out free from thee, thou shalt not let him go away empty:",,,,,,6376,5
6377,DEUT,15,14,"Thou shalt furnish him liberally out of thy flock, and out of thy floor, and out of thy winepress: of that wherewith the LORD thy God hath blessed thee thou shalt give unto him.",,,,,,6377,5
6378,DEUT,15,15,"And thou shalt remember that thou wast a bondman in the land of Egypt, and the LORD thy God redeemed thee: therefore I command thee this thing to day.",,,,,,6378,5
6379,DEUT,15,16,"And it shall be, if he say unto thee, I will not go away from thee; because he loveth thee and thine house, because he is well with thee;",,,,,,6379,5
6380,DEUT,15,17,"Then thou shalt take an awl, and thrust it through his ear unto the door, and he shall be thy servant for ever. And also unto thy maidservant thou shalt do likewise.",,,,,,6380,5
6381,DEUT,15,18,"It shall not seem hard unto thee, when thou sendest him away free from thee; for he hath been worth a double hired servant to thee, in serving thee six years: and the LORD thy God shall bless thee in all that thou doest.",,,,,,6381,5
6382,DEUT,15,19,"All the firstling males that come of thy herd and of thy flock thou shalt sanctify unto the LORD thy God: thou shalt do no work with the firstling of thy bullock, nor shear the firstling of thy sheep.",,,,,,6382,5
6383,DEUT,15,20,"Thou shalt eat it before the LORD thy God year by year in the place which the LORD shall choose, thou and thy household.",,,,,,6383,5
6384,DEUT,15,21,"And if there be any blemish therein, as if it be lame, or blind, or have any ill blemish, thou shalt not sacrifice it unto the LORD thy God.",,,,,,6384,5
6385,DEUT,15,22,"Thou shalt eat it within thy gates: the unclean and the clean person shall eat it alike, as the roebuck, and as the hart.",,,,,,6385,5
6386,DEUT,15,23,Only thou shalt not eat the blood thereof; thou shalt pour it upon the ground as water.,,,,,,6386,5
6387,DEUT,16,1,"Observe the month of Abib, and keep the passover unto the LORD thy God: for in the month of Abib the LORD thy God brought thee forth out of Egypt by night.",,,,,,6387,5
6388,DEUT,16,2,"Thou shalt therefore sacrifice the passover unto the LORD thy God, of the flock and the herd, in the place which the LORD shall choose to place his name there.",,,,,,6388,5
6389,DEUT,16,3,"Thou shalt eat no leavened bread with it; seven days shalt thou eat unleavened bread therewith, even the bread of affliction; for thou camest forth out of the land of Egypt in haste: that thou mayest remember the day when thou camest forth out of the land of Egypt all the days of thy life.",,,,,,6389,5
6390,DEUT,16,4,"And there shall be no leavened bread seen with thee in all thy coast seven days; neither shall there any thing of the flesh, which thou sacrificedst the first day at even, remain all night until the morning.",,,,,,6390,5
6391,DEUT,16,5,"Thou mayest not sacrifice the passover within any of thy gates, which the LORD thy God giveth thee:",,,,,,6391,5
6392,DEUT,16,6,"But at the place which the LORD thy God shall choose to place his name in, there thou shalt sacrifice the passover at even, at the going down of the sun, at the season that thou camest forth out of Egypt.",,,,,,6392,5
6393,DEUT,16,7,"And thou shalt roast and eat it in the place which the LORD thy God shall choose: and thou shalt turn in the morning, and go unto thy tents.",,,,,,6393,5
6394,DEUT,16,8,Six days thou shalt eat unleavened bread: and on the seventh day shall be a solemn assembly to the LORD thy God: thou shalt do no work therein.,,,,,,6394,5
6395,DEUT,16,9,Seven weeks shalt thou number unto thee: begin to number the seven weeks from such time as thou beginnest to put the sickle to the corn.,,,,,,6395,5
6396,DEUT,16,10,"And thou shalt keep the feast of weeks unto the LORD thy God with a tribute of a freewill offering of thine hand, which thou shalt give unto the LORD thy God, according as the LORD thy God hath blessed thee:",,,,,,6396,5
6397,DEUT,16,11,"And thou shalt rejoice before the LORD thy God, thou, and thy son, and thy daughter, and thy manservant, and thy maidservant, and the Levite that is within thy gates, and the stranger, and the fatherless, and the widow, that are among you, in the place which the LORD thy God hath chosen to place his name there.",,,,,,6397,5
6398,DEUT,16,12,And thou shalt remember that thou wast a bondman in Egypt: and thou shalt observe and do these statutes.,,,,,,6398,5
6399,DEUT,16,13,"Thou shalt observe the feast of tabernacles seven days, after that thou hast gathered in thy corn and thy wine:",,,,,,6399,5
6400,DEUT,16,14,"And thou shalt rejoice in thy feast, thou, and thy son, and thy daughter, and thy manservant, and thy maidservant, and the Levite, the stranger, and the fatherless, and the widow, that are within thy gates.",,,,,,6400,5
6401,DEUT,16,15,"Seven days shalt thou keep a solemn feast unto the LORD thy God in the place which the LORD shall choose: because the LORD thy God shall bless thee in all thine increase, and in all the works of thine hands, therefore thou shalt surely rejoice.",,,,,,6401,5
6402,DEUT,16,16,"Three times in a year shall all thy males appear before the LORD thy God in the place which he shall choose; in the feast of unleavened bread, and in the feast of weeks, and in the feast of tabernacles: and they shall not appear before the LORD empty:",,,,,,6402,5
6403,DEUT,16,17,"Every man shall give as he is able, according to the blessing of the LORD thy God which he hath given thee.",,,,,,6403,5
6404,DEUT,16,18,"Judges and officers shalt thou make thee in all thy gates, which the LORD thy God giveth thee, throughout thy tribes: and they shall judge the people with just judgment.",,,,,,6404,5
6405,DEUT,16,19,"Thou shalt not wrest judgment; thou shalt not respect persons, neither take a gift: for a gift doth blind the eyes of the wise, and pervert the words of the righteous.",,,,,,6405,5
6406,DEUT,16,20,"That which is altogether just shalt thou follow, that thou mayest live, and inherit the land which the LORD thy God giveth thee.",,,,,,6406,5
6407,DEUT,16,21,"Thou shalt not plant thee a grove of any trees near unto the altar of the LORD thy God, which thou shalt make thee.",,,,,,6407,5
6408,DEUT,16,22,Neither shalt thou set thee up any image; which the LORD thy God hateth.,,,,,,6408,5
6409,DEUT,17,1,"Thou shalt not sacrifice unto the LORD thy God any bullock, or sheep, wherein is blemish, or any evilfavouredness: for that is an abomination unto the LORD thy God.",,,,,,6409,5
6410,DEUT,17,2,"If there be found among you, within any of thy gates which the LORD thy God giveth thee, man or woman, that hath wrought wickedness in the sight of the LORD thy God, in transgressing his covenant,",,,,,,6410,5
6411,DEUT,17,3,"And hath gone and served other gods, and worshipped them, either the sun, or moon, or any of the host of heaven, which I have not commanded;",,,,,,6411,5
6412,DEUT,17,4,"And it be told thee, and thou hast heard of it, and inquired diligently, and, behold, it be true, and the thing certain, that such abomination is wrought in Israel:",,,,,,6412,5
6413,DEUT,17,5,"Then shalt thou bring forth that man or that woman, which have committed that wicked thing, unto thy gates, even that man or that woman, and shalt stone them with stones, till they die.",,,,,,6413,5
6414,DEUT,17,6,"At the mouth of two witnesses, or three witnesses, shall he that is worthy of death be put to death; but at the mouth of one witness he shall not be put to death.",,,,,,6414,5
6415,DEUT,17,7,"The hands of the witnesses shall be first upon him to put him to death, and afterward the hands of all the people. So thou shalt put the evil away from among you.",,,,,,6415,5
6416,DEUT,17,8,"If there arise a matter too hard for thee in judgment, between blood and blood, between plea and plea, and between stroke and stroke, being matters of controversy within thy gates: then shalt thou arise, and get thee up into the place which the LORD thy God shall choose;",,,,,,6416,5
6417,DEUT,17,9,"And thou shalt come unto the priests the Levites, and unto the judge that shall be in those days, and inquire; and they shall show thee the sentence of judgment:",,,,,,6417,5
6418,DEUT,17,10,"And thou shalt do according to the sentence, which they of that place which the LORD shall choose shall show thee; and thou shalt observe to do according to all that they inform thee:",,,,,,6418,5
6419,DEUT,17,11,"According to the sentence of the law which they shall teach thee, and according to the judgment which they shall tell thee, thou shalt do: thou shalt not decline from the sentence which they shall show thee, to the right hand, nor to the left.",,,,,,6419,5
6420,DEUT,17,12,"And the man that will do presumptuously, and will not hearken unto the priest that standeth to minister there before the LORD thy God, or unto the judge, even that man shall die: and thou shalt put away the evil from Israel.",,,,,,6420,5
6421,DEUT,17,13,"And all the people shall hear, and fear, and do no more presumptuously.",,,,,,6421,5
6422,DEUT,17,14,"When thou art come unto the land which the LORD thy God giveth thee, and shalt possess it, and shalt dwell therein, and shalt say, I will set a king over me, like as all the nations that are about me;",,,,,,6422,5
6423,DEUT,17,15,"Thou shalt in any wise set him king over thee, whom the LORD thy God shall choose: one from among thy brethren shalt thou set king over thee: thou mayest not set a stranger over thee, which is not thy brother.",,,,,,6423,5
6424,DEUT,17,16,"But he shall not multiply horses to himself, nor cause the people to return to Egypt, to the end that he should multiply horses: forasmuch as the LORD hath said unto you, Ye shall henceforth return no more that way.",,,,,,6424,5
6425,DEUT,17,17,"Neither shall he multiply wives to himself, that his heart turn not away: neither shall he greatly multiply to himself silver and gold.",,,,,,6425,5
6426,DEUT,17,18,"And it shall be, when he sitteth upon the throne of his kingdom, that he shall write him a copy of this law in a book out of that which is before the priests the Levites:",,,,,,6426,5
6427,DEUT,17,19,"And it shall be with him, and he shall read therein all the days of his life: that he may learn to fear the LORD his God, to keep all the words of this law and these statutes, to do them:",,,,,,6427,5
6428,DEUT,17,20,"That his heart be not lifted up above his brethren, and that he turn not aside from the commandment, to the right hand, or to the left: to the end that he may prolong his days in his kingdom, he, and his children, in the midst of Israel.",,,,,,6428,5
6429,DEUT,18,1,"The priests the Levites, and all the tribe of Levi, shall have no part nor inheritance with Israel: they shall eat the offerings of the LORD made by fire, and his inheritance.",,,,,,6429,5
6430,DEUT,18,2,"Therefore shall they have no inheritance among their brethren: the LORD is their inheritance, as he hath said unto them.",,,,,,6430,5
6431,DEUT,18,3,"And this shall be the priest's due from the people, from them that offer a sacrifice, whether it be ox or sheep; and they shall give unto the priest the shoulder, and the two cheeks, and the maw.",,,,,,6431,5
6432,DEUT,18,4,"The firstfruit also of thy corn, of thy wine, and of thine oil, and the first of the fleece of thy sheep, shalt thou give him.",,,,,,6432,5
6433,DEUT,18,5,"For the LORD thy God hath chosen him out of all thy tribes, to stand to minister in the name of the LORD, him and his sons for ever.",,,,,,6433,5
6434,DEUT,18,6,"And if a Levite come from any of thy gates out of all Israel, where he sojourned, and come with all the desire of his mind unto the place which the LORD shall choose;",,,,,,6434,5
6435,DEUT,18,7,"Then he shall minister in the name of the LORD his God, as all his brethren the Levites do, which stand there before the LORD.",,,,,,6435,5
6436,DEUT,18,8,"They shall have like portions to eat, beside that which cometh of the sale of his patrimony.",,,,,,6436,5
6437,DEUT,18,9,"When thou art come into the land which the LORD thy God giveth thee, thou shalt not learn to do after the abominations of those nations.",,,,,,6437,5
6438,DEUT,18,10,"There shall not be found among you any one that maketh his son or his daughter to pass through the fire, or that useth divination, or an observer of times, or an enchanter, or a witch.",,,,,,6438,5
6439,DEUT,18,11,"Or a charmer, or a consulter with familiar spirits, or a wizard, or a necromancer.",,,,,,6439,5
6440,DEUT,18,12,For all that do these things are an abomination unto the LORD: and because of these abominations the LORD thy God doth drive them out from before thee.,,,,,,6440,5
6441,DEUT,18,13,Thou shalt be perfect with the LORD thy God.,,,,,,6441,5
6442,DEUT,18,14,"For these nations, which thou shalt possess, hearkened unto observers of times, and unto diviners: but as for thee, the LORD thy God hath not suffered thee so to do.",,,,,,6442,5
6443,DEUT,18,15,"The LORD thy God will raise up unto thee a Prophet from the midst of thee, of thy brethren, like unto me; unto him ye shall hearken;",,,,,,6443,5
6444,DEUT,18,16,"According to all that thou desiredst of the LORD thy God in Horeb in the day of the assembly, saying, Let me not hear again the voice of the LORD my God, neither let me see this great fire any more, that I die not.",,,,,,6444,5
6445,DEUT,18,17,"And the LORD said unto me, They have well spoken that which they have spoken.",,,,,,6445,5
6446,DEUT,18,18,"I will raise them up a Prophet from among their brethren, like unto thee, and will put my words in his mouth; and he shall speak unto them all that I shall command him.",,,,,,6446,5
6447,DEUT,18,19,"And it shall come to pass, that whosoever will not hearken unto my words which he shall speak in my name, I will require it of him.",,,,,,6447,5
6448,DEUT,18,20,"But the prophet, which shall presume to speak a word in my name, which I have not commanded him to speak, or that shall speak in the name of other gods, even that prophet shall die.",,,,,,6448,5
6449,DEUT,18,21,"And if thou say in thine heart, How shall we know the word which the LORD hath not spoken?",,,,,,6449,5
6450,DEUT,18,22,"When a prophet speaketh in the name of the LORD, if the thing follow not, nor come to pass, that is the thing which the LORD hath not spoken, but the prophet hath spoken it presumptuously: thou shalt not be afraid of him.",,,,,,6450,5
6451,DEUT,19,1,"When the LORD thy God hath cut off the nations, whose land the LORD thy God giveth thee, and thou succeedest them, and dwellest in their cities, and in their houses;",,,,,,6451,5
6452,DEUT,19,2,"Thou shalt separate three cities for thee in the midst of thy land, which the LORD thy God giveth thee to possess it.",,,,,,6452,5
6453,DEUT,19,3,"Thou shalt prepare thee a way, and divide the coasts of thy land, which the LORD thy God giveth thee to inherit, into three parts, that every slayer may flee thither.",,,,,,6453,5
6454,DEUT,19,4,"And this is the case of the slayer, which shall flee thither, that he may live: Whoso killeth his neighbor ignorantly, whom he hated not in time past;",,,,,,6454,5
6455,DEUT,19,5,"As when a man goeth into the wood with his neighbor to hew wood, and his hand fetcheth a stroke with the axe to cut down the tree, and the head slippeth from the helve, and lighteth upon his neighbor, that he die; he shall flee unto one of those cities, and live:",,,,,,6455,5
6456,DEUT,19,6,"Lest the avenger of the blood pursue the slayer, while his heart is hot, and overtake him, because the way is long, and slay him; whereas he was not worthy of death, inasmuch as he hated him not in time past.",,,,,,6456,5
6457,DEUT,19,7,"Wherefore I command thee, saying, Thou shalt separate three cities for thee.",,,,,,6457,5
6458,DEUT,19,8,"And if the LORD thy God enlarge thy coast, as he hath sworn unto thy fathers, and give thee all the land which he promised to give unto thy fathers;",,,,,,6458,5
6459,DEUT,19,9,"If thou shalt keep all these commandments to do them, which I command thee this day, to love the LORD thy God, and to walk ever in his ways; then shalt thou add three cities more for thee, beside these three:",,,,,,6459,5
6460,DEUT,19,10,"That innocent blood be not shed in thy land, which the LORD thy God giveth thee for an inheritance, and so blood be upon thee.",,,,,,6460,5
6461,DEUT,19,11,"But if any man hate his neighbor, and lie in wait for him, and rise up against him, and smite him mortally that he die, and fleeth into one of these cities:",,,,,,6461,5
6462,DEUT,19,12,"Then the elders of his city shall send and fetch him thence, and deliver him into the hand of the avenger of blood, that he may die.",,,,,,6462,5
6463,DEUT,19,13,"Thine eye shall not pity him, but thou shalt put away the guilt of innocent blood from Israel, that it may go well with thee.",,,,,,6463,5
6464,DEUT,19,14,"Thou shalt not remove thy  neighbor's landmark, which they of old time have set in thine inheritance,
 which thou shalt inherit in the land that the LORD thy God giveth thee to
 possess it.",,,,,,6464,5
6465,DEUT,19,15,"One witness shall not rise up against a man for any iniquity, or for any sin, in any sin that he sinneth: at the mouth of two witnesses, or at the mouth of three witnesses, shall the matter be established.",,,,,,6465,5
6466,DEUT,19,16,If a false witness rise up against any man to testify against him that which is wrong;,,,,,,6466,5
6467,DEUT,19,17,"Then both the men, between whom the controversy is, shall stand before the LORD, before the priests and the judges, which shall be in those days;",,,,,,6467,5
6468,DEUT,22,24,"Then ye shall bring them both out unto the gate of that city, and ye shall stone them with stones that they die; the damsel, because she cried not, being in the city; and the man, because he hath humbled his neighbor's wife: so thou shalt put away evil from among you.",,,,,,6468,5
6469,DEUT,22,25,"But if a man find a betrothed damsel in the field, and the man force her, and lie with her: then the man only that lay with her shall die.",,,,,,6469,5
6470,DEUT,22,26,"But unto the damsel thou shalt do nothing; there is in the damsel no sin worthy of death: for as when a man riseth against his neighbor, and slayeth him, even so is this matter:",,,,,,6470,5
6471,DEUT,22,27,"For he found her in the field, and the betrothed damsel cried, and there was none to save her.",,,,,,6471,5
6472,DEUT,22,28,"If a man find a damsel that is a virgin, which is not betrothed, and lay hold on her, and lie with her, and they be found;",,,,,,6472,5
6473,DEUT,22,29,"Then the man that lay with her shall give unto the damsel's father fifty shekels of silver, and she shall be his wife; because he hath humbled her, he may not put her away all his days.",,,,,,6473,5
6474,DEUT,22,30,"A man shall not take his father's wife, nor discover his father's skirt.",,,,,,6474,5
6475,DEUT,23,1,"He that is wounded in the stones, or hath his privy member cut off, shall not enter into the congregation of the LORD.",,,,,,6475,5
6476,DEUT,23,2,A bastard shall not enter into the congregation of the LORD; even to his tenth generation shall he not enter into the congregation of the LORD.,,,,,,6476,5
6477,DEUT,23,3,An Ammonite or Moabite shall not enter into the congregation of the LORD; even to their tenth generation shall they not enter into the congregation of the LORD for ever:,,,,,,6477,5
6478,DEUT,23,4,"Because they met you not with bread and with water in the way, when ye came forth out of Egypt; and because they hired against thee Balaam the son of Beor of Pethor of Mesopotamia, to curse thee.",,,,,,6478,5
6479,DEUT,23,5,"Nevertheless the LORD thy God would not hearken unto Balaam; but the LORD thy God turned the curse into a blessing unto thee, because the LORD thy God loved thee.",,,,,,6479,5
6480,DEUT,23,6,Thou shalt not seek their peace nor their prosperity all thy days for ever.,,,,,,6480,5
6481,DEUT,23,7,Thou shalt not abhor an Edomite; for he is thy brother: thou shalt not abhor an Egyptian; because thou wast a stranger in his land.,,,,,,6481,5
6482,DEUT,23,8,The children that are begotten of them shall enter into the congregation of the LORD in their third generation.,,,,,,6482,5
6483,DEUT,23,9,"When the host goeth forth against thine enemies, then keep thee from every wicked thing.",,,,,,6483,5
6484,DEUT,23,10,"If there be among you any man, that is not clean by reason of uncleanness that chanceth him by night, then shall he go abroad out of the camp, he shall not come within the camp:",,,,,,6484,5
6485,DEUT,23,11,"But it shall be, when evening cometh on, he shall wash himself with water: and when the sun is down, he shall come into the camp again.",,,,,,6485,5
6486,DEUT,23,12,"Thou shalt have a place also without the camp, whither thou shalt go forth abroad:",,,,,,6486,5
6487,DEUT,23,13,"And thou shalt have a paddle upon thy weapon; and it shall be, when thou wilt ease thyself abroad, thou shalt dig therewith, and shalt turn back and cover that which cometh from thee:",,,,,,6487,5
6488,DEUT,23,14,"For the LORD thy God walketh in the midst of thy camp, to deliver thee, and to give up thine enemies before thee; therefore shall thy camp be holy: that he see no unclean thing in thee, and turn away from thee.",,,,,,6488,5
6489,DEUT,23,15,Thou shalt not deliver unto his master the servant which is escaped from his master unto thee:,,,,,,6489,5
6490,DEUT,23,16,"He shall dwell with thee, even among you, in that place which he shall choose in one of thy gates, where it liketh him best: thou shalt not oppress him.",,,,,,6490,5
6491,DEUT,23,17,"There shall be no whore of the daughters of Israel, nor a sodomite of the sons of Israel.",,,,,,6491,5
6492,DEUT,23,18,"Thou shalt not bring the hire of a whore, or the price of a dog, into the house of the LORD thy God for any vow: for even both these are abomination unto the LORD thy God.",,,,,,6492,5
6493,DEUT,23,19,"Thou shalt not lend upon usury to thy brother; usury of money, usury of victuals, usury of any thing that is lent upon usury:",,,,,,6493,5
6494,DEUT,23,20,Unto a stranger thou mayest lend upon usury; but unto thy brother thou shalt not lend upon usury: that the LORD thy God may bless thee in all that thou settest thine hand to in the land whither thou goest to possess it.,,,,,,6494,5
6495,DEUT,23,21,"When thou shalt vow a vow unto the LORD thy God, thou shalt not slack to pay it: for the LORD thy God will surely require it of thee; and it would be sin in thee.",,,,,,6495,5
6496,DEUT,23,22,"But if thou shalt forbear to vow, it shall be no sin in thee.",,,,,,6496,5
6497,DEUT,23,23,"That which is gone out of thy lips thou shalt keep and perform; even a freewill offering, according as thou hast vowed unto the LORD thy God, which thou hast promised with thy mouth.",,,,,,6497,5
6498,DEUT,23,24,"When thou comest into thy neighbor's vineyard, then thou mayest eat grapes thy fill at thine own pleasure; but thou shalt not put any in thy vessel.",,,,,,6498,5
6499,DEUT,23,25,"When thou comest into the standing corn of thy neighbor, then thou mayest pluck the ears with thine hand; but thou shalt not move a sickle unto thy neighbor's standing corn.",,,,,,6499,5
6500,DEUT,24,1,"When a man hath taken a wife, and married her, and it come to pass that she find no favor in his eyes, because he hath found some uncleanness in her: then let him write her a bill of divorcement, and give it in her hand, and send her out of his house.",,,,,,6500,5
6501,DEUT,24,2,"And when she is departed out of his house, she may go and be another man's wife.",,,,,,6501,5
6502,DEUT,24,3,"And if the latter husband hate her, and write her a bill of divorcement, and giveth it in her hand, and sendeth her out of his house; or if the latter husband die, which took her to be his wife;",,,,,,6502,5
6503,DEUT,24,4,"Her former husband, which sent her away, may not take her again to be his wife, after that she is defiled; for that is abomination before the LORD: and thou shalt not cause the land to sin, which the LORD thy God giveth thee for an inheritance.",,,,,,6503,5
6504,DEUT,24,5,"When a man hath taken a new wife, he shall not go out to war, neither shall he be charged with any business: but he shall be free at home one year, and shall cheer up his wife which he hath taken.",,,,,,6504,5
6505,DEUT,24,6,No man shall take the nether or the upper millstone to pledge: for he taketh a man's life to pledge.,,,,,,6505,5
6506,DEUT,24,7,"If a man be found stealing any of his brethren of the children of Israel, and maketh merchandise of him, or selleth him; then that thief shall die; and thou shalt put evil away from among you.",,,,,,6506,5
6507,DEUT,24,8,"Take heed in the plague of leprosy, that thou observe diligently, and do according to all that the priests the Levites shall teach you: as I commanded them, so ye shall observe to do.",,,,,,6507,5
6508,DEUT,24,9,"Remember what the LORD thy God did unto Miriam by the way, after that ye were come forth out of Egypt.",,,,,,6508,5
6509,DEUT,24,10,"When thou dost lend thy brother any thing, thou shalt not go into his house to fetch his pledge.",,,,,,6509,5
6510,DEUT,24,11,"Thou shalt stand abroad, and the man to whom thou dost lend shall bring out the pledge abroad unto thee.",,,,,,6510,5
6511,DEUT,24,12,"And if the man be poor, thou shalt not sleep with his pledge:",,,,,,6511,5
6512,DEUT,24,13,"In any case thou shalt deliver him the pledge again when the sun goeth down, that he may sleep in his own raiment, and bless thee: and it shall be righteousness unto thee before the LORD thy God.",,,,,,6512,5
6513,DEUT,24,14,"Thou shalt not oppress an hired servant that is poor and needy, whether he be of thy brethren, or of thy strangers that are in thy land within thy gates:",,,,,,6513,5
6514,DEUT,24,15,"At his day thou shalt give him his hire, neither shall the sun go down upon it; for he is poor, and setteth his heart upon it: lest he cry against thee unto the LORD, and it be sin unto thee.",,,,,,6514,5
6515,DEUT,24,16,"The fathers shall not be put to death for the children, neither shall the children be put to death for the fathers: every man shall be put to death for his own sin.",,,,,,6515,5
6516,DEUT,24,17,"Thou shalt not pervert the judgment of the stranger, nor of the fatherless; nor take a widow's raiment to pledge:",,,,,,6516,5
6517,DEUT,24,18,"But thou shalt remember that thou wast a bondman in Egypt, and the LORD thy God redeemed thee thence: therefore I command thee to do this thing.",,,,,,6517,5
6518,DEUT,24,19,"When thou cuttest down thine harvest in thy field, and hast forgot a sheaf in the field, thou shalt not go again to fetch it: it shall be for the stranger, for the fatherless, and for the widow: that the LORD thy God may bless thee in all the work of thine hands.",,,,,,6518,5
6519,DEUT,24,20,"When thou beatest thine olive tree, thou shalt not go over the boughs again: it shall be for the stranger, for the fatherless, and for the widow.",,,,,,6519,5
6520,DEUT,24,21,"When thou gatherest the grapes of thy vineyard, thou shalt not glean it afterward: it shall be for the stranger, for the fatherless, and for the widow.",,,,,,6520,5
6521,DEUT,24,22,And thou shalt remember that thou wast a bondman in the land of Egypt: therefore I command thee to do this thing.,,,,,,6521,5
6522,DEUT,25,1,"If there be a controversy between men, and they come unto judgment, that the judges may judge them; then they shall justify the righteous, and condemn the wicked.",,,,,,6522,5
6523,DEUT,25,2,"And it shall be, if the wicked man be worthy to be beaten, that the judge shall cause him to lie down, and to be beaten before his face, according to his fault, by a certain number.",,,,,,6523,5
6524,DEUT,25,3,"Forty stripes he may give him, and not exceed: lest, if he should exceed, and beat him above these with many stripes, then thy brother should seem vile unto thee.",,,,,,6524,5
6525,DEUT,25,4,Thou shalt not muzzle the ox when he treadeth out the corn.,,,,,,6525,5
6526,DEUT,25,5,"If brethren dwell together, and one of them die, and have no child, the wife of the dead shall not marry without unto a stranger: her husband's brother shall go in unto her, and take her to him to wife, and perform the duty of an husband's brother unto her.",,,,,,6526,5
6527,DEUT,25,6,"And it shall be, that the firstborn which she beareth shall succeed in the name of his brother which is dead, that his name be not put out of Israel.",,,,,,6527,5
6528,DEUT,25,7,"And if the man like not to take his brother's wife, then let his brother's wife go up to the gate unto the elders, and say, My husband's brother refuseth to raise up unto his brother a name in Israel, he will not perform the duty of my husband's brother.",,,,,,6528,5
6529,DEUT,25,8,"Then the elders of his city shall call him, and speak unto him: and if he stand to it, and say, I like not to take her;",,,,,,6529,5
6530,DEUT,25,9,"Then shall his brother's wife come unto him in the presence of the elders, and loose his shoe from off his foot, and spit in his face, and shall answer and say, So shall it be done unto that man that will not build up his brother's house.",,,,,,6530,5
6531,DEUT,25,10,"And his name shall be called in Israel, The house of him that hath his shoe loosed.",,,,,,6531,5
6532,DEUT,25,11,"When men strive together one with another, and the wife of the one draweth near for to deliver her husband out of the hand of him that smiteth him, and putteth forth her hand, and taketh him by the secrets:",,,,,,6532,5
