"id","bookid","chapterid","verseno","versetext","imageurl","icon","tagrefs","verserefs","topicrefs","seqno","bookno"
50,GENI,2,19,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto Adam to see what he would call them: and whatsoever Adam called every living creature, that was the name thereof.",,,,,,50,1
51,GENI,2,20,"And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found an help meet for him.",,,,,,51,1
52,GENI,2,21,"And the LORD God caused a deep sleep to fall upon Adam, and he slept: and he took one of his ribs, and closed up the flesh instead thereof;",,,,,,52,1
53,GENI,2,22,"And the rib, which the LORD God had taken from man, made he a woman, and brought her unto the man.",,,,,,53,1
54,GENI,2,23,"And Adam said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.",,,,,,54,1
55,GENI,2,24,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.",,,,,,55,1
56,GENI,2,25,"And they were both naked, the man and his wife, and were not ashamed.",,,,,,56,1
57,GENI,3,1,"Now the serpent was more subtil than any beast of the field which the LORD God had made. And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?",,,,,,57,1
58,GENI,3,2,"And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:",,,,,,58,1
59,GENI,3,3,"But of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die.",,,,,,59,1
60,GENI,3,4,"And the serpent said unto the woman, Ye shall not surely die:",,,,,,60,1
61,GENI,3,5,"For God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.",,,,,,61,1
62,GENI,3,6,"And when the woman saw that the tree was good for food, and that it was pleasant to the eyes, and a tree to be desired to make one wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.",,,,,,62,1
63,GENI,3,7,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons.",,,,,,63,1
64,GENI,3,8,And they heard the voice of the LORD God walking in the garden in the cool of the day: and Adam and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.,,,,,,64,1
65,GENI,3,9,"And the LORD God called unto Adam, and said unto him, Where art thou?",,,,,,65,1
66,GENI,3,10,"And he said, I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself.",,,,,,66,1
67,GENI,3,11,"And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?",,,,,,67,1
68,GENI,3,12,"And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.",,,,,,68,1
69,GENI,3,13,"And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.",,,,,,69,1
70,GENI,3,14,"And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:",,,,,,70,1
71,GENI,3,15,"And I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.",,,,,,71,1
72,GENI,3,16,"Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.",,,,,,72,1
73,GENI,3,17,"And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;",,,,,,73,1
74,GENI,3,18,Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;,,,,,,74,1
75,GENI,3,19,"In the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return.",,,,,,75,1
76,GENI,3,20,And Adam called his wife's name Eve; because she was the mother of all living.,,,,,,76,1
77,GENI,3,21,"Unto Adam also and to his wife did the LORD God make coats of skins, and clothed them.",,,,,,77,1
78,GENI,3,22,"And the LORD God said, Behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever:",,,,,,78,1
79,GENI,3,23,"Therefore the LORD God sent him forth from the garden of Eden, to till the ground from whence he was taken.",,,,,,79,1
80,GENI,3,24,"So he drove out the man; and he placed at the east of the garden of Eden Cherubims, and a flaming sword which turned every way, to keep the way of the tree of life.",,,,,,80,1
81,GENI,4,1,"And Adam knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man from the LORD.",,,,,,81,1
82,GENI,4,2,"And she again bare his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground.",,,,,,82,1
83,GENI,4,3,"And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD.",,,,,,83,1
84,GENI,4,4,"And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD had respect unto Abel and to his offering:",,,,,,84,1
85,GENI,4,5,"But unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell.",,,,,,85,1
86,GENI,4,6,"And the LORD said unto Cain, Why art thou wroth? and why is thy countenance fallen?",,,,,,86,1
87,GENI,4,7,"If thou doest well, shalt thou not be accepted? and if thou doest not well, sin lieth at the door. And unto thee shall be his desire, and thou shalt rule over him.",,,,,,87,1
88,GENI,4,8,"And Cain talked with Abel his brother: and it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him.",,,,,,88,1
89,GENI,4,9,"And the LORD said unto Cain, Where is Abel thy brother? And he said, I know not: Am I my brother's keeper?",,,,,,89,1
90,GENI,4,10,"And he said, What hast thou done? the voice of thy brother's blood crieth unto me from the ground.",,,,,,90,1
91,GENI,4,11,"And now art thou cursed from the earth, which hath opened her mouth to receive thy brother's blood from thy hand;",,,,,,91,1
92,GENI,4,12,"When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a vagabond shalt thou be in the earth.",,,,,,92,1
93,GENI,4,13,"And Cain said unto the LORD, My punishment is greater than I can bear.",,,,,,93,1
94,GENI,4,14,"Behold, thou hast driven me out this day from the face of the earth; and from thy face shall I be hid; and I shall be a fugitive and a vagabond in the earth; and it shall come to pass, that every one that findeth me shall slay me.",,,,,,94,1
95,GENI,4,15,"And the LORD said unto him, Therefore whosoever slayeth Cain, vengeance shall be taken on him sevenfold. And the LORD set a mark upon Cain, lest any finding him should kill him.",,,,,,95,1
96,GENI,4,16,"And Cain went out from the presence of the LORD, and dwelt in the land of Nod, on the east of Eden.",,,,,,96,1
97,GENI,4,17,"And Cain knew his wife; and she conceived, and bare Enoch: and he builded a city, and called the name of the city, after the name of his son, Enoch.",,,,,,97,1
98,GENI,4,18,And unto Enoch was born Irad: and Irad begat Mehujael: and Mehujael begat Methusael: and Methusael begat Lamech.,,,,,,98,1
99,GENI,4,19,"And Lamech took unto him two wives: the name of the one was Adah, and the name of the other Zillah.",,,,,,99,1
100,GENI,4,20,"And Adah bare Jabal: he was the father of such as dwell in tents, and of such as have cattle.",,,,,,100,1
101,GENI,4,21,And his brother's name was Jubal: he was the father of all such as handle the harp and organ.,,,,,,101,1
102,GENI,4,22,"And Zillah, she also bare Tubalcain, an instructer of every artificer in brass and iron: and the sister of Tubalcain was Naamah.",,,,,,102,1
103,GENI,4,23,"And Lamech said unto his wives, Adah and Zillah, Hear my voice; ye wives of Lamech, hearken unto my speech: for I have slain a man to my wounding, and a young man to my hurt.",,,,,,103,1
104,GENI,4,24,"If Cain shall be avenged sevenfold, truly Lamech seventy and sevenfold.",,,,,,104,1
105,GENI,4,25,"And Adam knew his wife again; and she bare a son, and called his name Seth: For God, said she, hath appointed me another seed instead of Abel, whom Cain slew.",,,,,,105,1
106,GENI,4,26,"And to Seth, to him also there was born a son; and he called his name Enos: then began men to call upon the name of the LORD.",,,,,,106,1
107,GENI,5,1,"This is the book of the generations of Adam. In the day that God created man, in the likeness of God made he him;",,,,,,107,1
108,GENI,5,2,"Male and female created he them; and blessed them, and called their name Adam, in the day when they were created.",,,,,,108,1
109,GENI,5,3,"And Adam lived an hundred and thirty years, and begat a son in his own likeness, and after his image; and called his name Seth:",,,,,,109,1
110,GENI,5,4,And the days of Adam after he had begotten Seth were eight hundred years: and he begat sons and daughters:,,,,,,110,1
111,GENI,5,5,And all the days that Adam lived were nine hundred and thirty years: and he died.,,,,,,111,1
112,GENI,5,6,"And Seth lived an hundred and five years, and begat Enos:",,,,,,112,1
113,GENI,5,7,"And Seth lived after he begat Enos eight hundred and seven years, and begat sons and daughters:",,,,,,113,1
114,GENI,5,8,And all the days of Seth were nine hundred and twelve years: and he died.,,,,,,114,1
115,GENI,5,9,"And Enos lived ninety years, and begat Cainan:",,,,,,115,1
116,GENI,5,10,"And Enos lived after he begat Cainan eight hundred and fifteen years, and begat sons and daughters:",,,,,,116,1
117,GENI,5,11,And all the days of Enos were nine hundred and five years: and he died.,,,,,,117,1
118,GENI,5,12,And Cainan lived seventy years and begat Mahalaleel:,,,,,,118,1
119,GENI,5,13,"And Cainan lived after he begat Mahalaleel eight hundred and forty years, and begat sons and daughters:",,,,,,119,1
120,GENI,5,14,And all the days of Cainan were nine hundred and ten years: and he died.,,,,,,120,1
121,GENI,5,15,"And Mahalaleel lived sixty and five years, and begat Jared:",,,,,,121,1
122,GENI,5,16,"And Mahalaleel lived after he begat Jared eight hundred and thirty years, and begat sons and daughters:",,,,,,122,1
123,GENI,5,17,And all the days of Mahalaleel were eight hundred ninety and five years: and he died.,,,,,,123,1
124,GENI,5,18,"And Jared lived an hundred sixty and two years, and he begat Enoch:",,,,,,124,1
125,GENI,5,19,"And Jared lived after he begat Enoch eight hundred years, and begat sons and daughters:",,,,,,125,1
126,GENI,5,20,And all the days of Jared were nine hundred sixty and two years: and he died.,,,,,,126,1
127,GENI,5,21,"And Enoch lived sixty and five years, and begat Methuselah:",,,,,,127,1
128,GENI,5,22,"And Enoch walked with God after he begat Methuselah three hundred years, and begat sons and daughters:",,,,,,128,1
129,GENI,5,23,And all the days of Enoch were three hundred sixty and five years:,,,,,,129,1
130,GENI,5,24,And Enoch walked with God: and he was not; for God took him.,,,,,,130,1
131,GENI,5,25,"And Methuselah lived an hundred eighty and seven years, and begat Lamech.",,,,,,131,1
132,GENI,5,26,"And Methuselah lived after he begat Lamech seven hundred eighty and two years, and begat sons and daughters:",,,,,,132,1
133,GENI,5,27,And all the days of Methuselah were nine hundred sixty and nine years: and he died.,,,,,,133,1
134,GENI,5,28,"And Lamech lived an hundred eighty and two years, and begat a son:",,,,,,134,1
135,GENI,5,29,"And he called his name Noah, saying, This same shall comfort us concerning our work and toil of our hands, because of the ground which the LORD hath cursed.",,,,,,135,1
136,GENI,5,30,"And Lamech lived after he begat Noah five hundred ninety and five years, and begat sons and daughters:",,,,,,136,1
137,GENI,5,31,And all the days of Lamech were seven hundred seventy and seven years: and he died.,,,,,,137,1
138,GENI,5,32,"And Noah was five hundred years old: and Noah begat Shem, Ham, and Japheth.",,,,,,138,1
139,GENI,6,1,"And it came to pass, when men began to multiply on the face of the earth, and daughters were born unto them,",,,,,,139,1
140,GENI,6,2,That the sons of God saw the daughters of men that they were fair; and they took them wives of all which they chose.,,,,,,140,1
141,GENI,6,3,"And the LORD said, My spirit shall not always strive with man, for that he also is flesh: yet his days shall be an hundred and twenty years.",,,,,,141,1
142,GENI,6,4,"There were giants in the earth in those days; and also after that, when the sons of God came in unto the daughters of men, and they bare children to them, the same became mighty men which were of old, men of renown.",,,,,,142,1
143,GENI,6,5,"And God saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",,,,,,143,1
144,GENI,6,6,"And it repented the LORD that he had made man on the earth, and it grieved him at his heart.",,,,,,144,1
145,GENI,6,7,"And the LORD said, I will destroy man whom I have created from the face of the earth; both man, and beast, and the creeping thing, and the fowls of the air; for it repenteth me that I have made them.",,,,,,145,1
146,GENI,6,8,But Noah found grace in the eyes of the LORD.,,,,,,146,1
147,GENI,6,9,"These are the generations of Noah: Noah was a just man and perfect in his generations, and Noah walked with God.",,,,,,147,1
148,GENI,6,10,"And Noah begat three sons, Shem, Ham, and Japheth.",,,,,,148,1
149,GENI,6,11,"The earth also was corrupt before God, and the earth was filled with violence.",,,,,,149,1
150,GENI,6,12,"And God looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth.",,,,,,150,1
151,GENI,6,13,"And God said unto Noah, The end of all flesh is come before me; for the earth is filled with violence through them; and, behold, I will destroy them with the earth.",,,,,,151,1
152,GENI,6,14,"Make thee an ark of gopher wood; rooms shalt thou make in the ark, and shalt pitch it within and without with pitch.",,,,,,152,1
153,GENI,6,15,"And this is the fashion which thou shalt make it of: The length of the ark shall be three hundred cubits, the breadth of it fifty cubits, and the height of it thirty cubits.",,,,,,153,1
154,GENI,6,16,"A window shalt thou make to the ark, and in a cubit shalt thou finish it above; and the door of the ark shalt thou set in the side thereof; with lower, second, and third stories shalt thou make it.",,,,,,154,1
155,GENI,6,17,"And, behold, I, even I, do bring a flood of waters upon the earth, to destroy all flesh, wherein is the breath of life, from under heaven; and every thing that is in the earth shall die.",,,,,,155,1
156,GENI,6,18,"But with thee will I establish my covenant; and thou shalt come into the ark, thou, and thy sons, and thy wife, and thy sons' wives with thee.",,,,,,156,1
157,GENI,6,19,"And of every living thing of all flesh, two of every sort shalt thou bring into the ark, to keep them alive with thee; they shall be male and female.",,,,,,157,1
158,GENI,6,20,"Of fowls after their kind, and of cattle after their kind, of every creeping thing of the earth after his kind, two of every sort shall come unto thee, to keep them alive.",,,,,,158,1
159,GENI,6,21,"And take thou unto thee of all food that is eaten, and thou shalt gather it to thee; and it shall be for food for thee, and for them.",,,,,,159,1
160,GENI,6,22,"Thus did Noah; according to all that God commanded him, so did he.",,,,,,160,1
161,GENI,7,1,"And the LORD said unto Noah, Come thou and all thy house into the ark; for thee have I seen righteous before me in this generation.",,,,,,161,1
162,GENI,7,2,"Of every clean beast thou shalt take to thee by sevens, the male and his female: and of beasts that are not clean by two, the male and his female.",,,,,,162,1
163,GENI,7,3,"Of fowls also of the air by sevens, the male and the female; to keep seed alive upon the face of all the earth.",,,,,,163,1
164,GENI,7,4,"For yet seven days, and I will cause it to rain upon the earth forty days and forty nights; and every living substance that I have made will I destroy from off the face of the earth.",,,,,,164,1
165,GENI,7,5,And Noah did according unto all that the LORD commanded him.,,,,,,165,1
166,GENI,7,6,And Noah was six hundred years old when the flood of waters was upon the earth.,,,,,,166,1
167,GENI,7,7,"And Noah went in, and his sons, and his wife, and his sons' wives with him, into the ark, because of the waters of the flood.",,,,,,167,1
168,GENI,7,8,"Of clean beasts, and of beasts that are not clean, and of fowls, and of every thing that creepeth upon the earth,",,,,,,168,1
169,GENI,7,9,"There went in two and two unto Noah into the ark, the male and the female, as God had commanded Noah.",,,,,,169,1
170,GENI,7,10,"And it came to pass after seven days, that the waters of the flood were upon the earth.",,,,,,170,1
171,GENI,7,11,"In the six hundredth year of Noah's life, in the second month, the seventeenth day of the month, the same day were all the fountains of the great deep broken up, and the windows of heaven were opened.",,,,,,171,1
172,GENI,7,12,And the rain was upon the earth forty days and forty nights.,,,,,,172,1
173,GENI,7,13,"In the selfsame day entered Noah, and Shem, and Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, into the ark;",,,,,,173,1
174,GENI,7,14,"They, and every beast after his kind, and all the cattle after their kind, and every creeping thing that creepeth upon the earth after his kind, and every fowl after his kind, every bird of every sort.",,,,,,174,1
175,GENI,7,15,"And they went in unto Noah into the ark, two and two of all flesh, wherein is the breath of life.",,,,,,175,1
176,GENI,7,16,"And they that went in, went in male and female of all flesh, as God had commanded him: and the LORD shut him in.",,,,,,176,1
177,GENI,7,17,"And the flood was forty days upon the earth; and the waters increased, and bare up the ark, and it was lift up above the earth.",,,,,,177,1
178,GENI,7,18,"And the waters prevailed, and were increased greatly upon the earth; and the ark went upon the face of the waters.",,,,,,178,1
179,GENI,7,19,"And the waters prevailed exceedingly upon the earth; and all the high hills, that were under the whole heaven, were covered.",,,,,,179,1
180,GENI,7,20,Fifteen cubits upward did the waters prevail; and the mountains were covered.,,,,,,180,1
181,GENI,7,21,"And all flesh died that moved upon the earth, both of fowl, and of cattle, and of beast, and of every creeping thing that creepeth upon the earth, and every man:",,,,,,181,1
182,GENI,7,22,"All in whose nostrils was the breath of life, of all that was in the dry land, died.",,,,,,182,1
183,GENI,7,23,"And every living substance was destroyed which was upon the face of the ground, both man, and cattle, and the creeping things, and the fowl of the heaven; and they were destroyed from the earth: and Noah only remained alive, and they that were with him in the ark.",,,,,,183,1
184,GENI,7,24,And the waters prevailed upon the earth an hundred and fifty days.,,,,,,184,1
185,GENI,8,1,"And God remembered Noah, and every living thing, and all the cattle that was with him in the ark: and God made a wind to pass over the earth, and the waters assuaged;",,,,,,185,1
186,GENI,8,2,"The fountains also of the deep and the windows of heaven were stopped, and the rain from heaven was restrained;",,,,,,186,1
187,GENI,8,3,And the waters returned from off the earth continually: and after the end of the hundred and fifty days the waters were abated.,,,,,,187,1
188,GENI,8,4,"And the ark rested in the seventh month, on the seventeenth day of the month, upon the mountains of Ararat.",,,,,,188,1
189,GENI,8,5,"And the waters decreased continually until the tenth month: in the tenth month, on the first day of the month, were the tops of the mountains seen.",,,,,,189,1
190,GENI,8,6,"And it came to pass at the end of forty days, that Noah opened the window of the ark which he had made:",,,,,,190,1
191,GENI,8,7,"And he sent forth a raven, which went forth to and fro, until the waters were dried up from off the earth.",,,,,,191,1
192,GENI,8,8,"Also he sent forth a dove from him, to see if the waters were abated from off the face of the ground;",,,,,,192,1
193,GENI,8,9,"But the dove found no rest for the sole of her foot, and she returned unto him into the ark, for the waters were on the face of the whole earth: then he put forth his hand, and took her, and pulled her in unto him into the ark.",,,,,,193,1
194,GENI,8,10,And he stayed yet other seven days; and again he sent forth the dove out of the ark;,,,,,,194,1
195,GENI,8,11,"And the dove came in to him in the evening; and, lo, in her mouth was an olive leaf plucked off: so Noah knew that the waters were abated from off the earth.",,,,,,195,1
196,GENI,8,12,And he stayed yet other seven days; and sent forth the dove; which returned not again unto him any more.,,,,,,196,1
197,GENI,8,13,"And it came to pass in the six hundredth and first year, in the first month, the first day of the month, the waters were dried up from off the earth: and Noah removed the covering of the ark, and looked, and, behold, the face of the ground was dry.",,,,,,197,1
198,GENI,8,14,"And in the second month, on the seven and twentieth day of the month, was the earth dried.",,,,,,198,1
199,GENI,8,15,"And God spake unto Noah, saying,",,,,,,199,1
200,GENI,8,16,"Go forth of the ark, thou, and thy wife, and thy sons, and thy sons' wives with thee.",,,,,,200,1
201,GENI,8,17,"Bring forth with thee every living thing that is with thee, of all flesh, both of fowl, and of cattle, and of every creeping thing that creepeth upon the earth; that they may breed abundantly in the earth, and be fruitful, and multiply upon the earth.",,,,,,201,1
202,GENI,8,18,"And Noah went forth, and his sons, and his wife, and his sons' wives with him:",,,,,,202,1
203,GENI,8,19,"Every beast, every creeping thing, and every fowl, and whatsoever creepeth upon the earth, after their kinds, went forth out of the ark.",,,,,,203,1
204,GENI,8,20,"And Noah builded an altar unto the LORD; and took of every clean beast, and of every clean fowl, and offered burnt offerings on the altar.",,,,,,204,1
205,GENI,8,21,"And the LORD smelled a sweet savor; and the LORD said in his heart, I will not again curse the ground any more for man's sake; for the imagination of man's heart is evil from his youth; neither will I again smite any more every thing living, as I have done.",,,,,,205,1
206,GENI,8,22,"While the earth remaineth, seedtime and harvest, and cold and heat, and summer and winter, and day and night shall not cease.",,,,,,206,1
207,GENI,9,1,"And God blessed Noah and his sons, and said unto them, Be fruitful, and multiply, and replenish the earth.",,,,,,207,1
208,GENI,9,2,"And the fear of you and the dread of you shall be upon every beast of the earth, and upon every fowl of the air, upon all that moveth upon the earth, and upon all the fishes of the sea; into your hand are they delivered.",,,,,,208,1
209,GENI,9,3,Every moving thing that liveth shall be meat for you; even as the green herb have I given you all things.,,,,,,209,1
210,GENI,9,4,"But flesh with the life thereof, which is the blood thereof, shall ye not eat.",,,,,,210,1
211,GENI,9,5,"And surely your blood of your lives will I require; at the hand of every beast will I require it, and at the hand of man; at the hand of every man's brother will I require the life of man.",,,,,,211,1
212,GENI,9,6,"Whoso sheddeth man's blood, by man shall his blood be shed: for in the image of God made he man.",,,,,,212,1
213,GENI,9,7,"And you, be ye fruitful, and multiply; bring forth abundantly in the earth, and multiply therein.",,,,,,213,1
214,GENI,9,8,"And God spake unto Noah, and to his sons with him, saying,",,,,,,214,1
215,GENI,9,9,"And I, behold, I establish my covenant with you, and with your seed after you;",,,,,,215,1
216,GENI,9,10,"And with every living creature that is with you, of the fowl, of the cattle, and of every beast of the earth with you; from all that go out of the ark, to every beast of the earth.",,,,,,216,1
217,GENI,9,11,"And I will establish my covenant with you, neither shall all flesh be cut off any more by the waters of a flood; neither shall there any more be a flood to destroy the earth.",,,,,,217,1
218,GENI,9,12,"And God said, This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:",,,,,,218,1
219,GENI,9,13,"I do set my bow in the cloud, and it shall be for a token of a covenant between me and the earth.",,,,,,219,1
220,GENI,9,14,"And it shall come to pass, when I bring a cloud over the earth, that the bow shall be seen in the cloud:",,,,,,220,1
221,GENI,9,15,"And I will remember my covenant, which is between me and you and every living creature of all flesh; and the waters shall no more become a flood to destroy all flesh.",,,,,,221,1
222,GENI,9,16,"And the bow shall be in the cloud; and I will look upon it, that I may remember the everlasting covenant between God and every living creature of all flesh that is upon the earth.",,,,,,222,1
223,GENI,9,17,"And God said unto Noah, This is the token of the covenant, which I have established between me and all flesh that is upon the earth.",,,,,,223,1
224,GENI,9,18,"And the sons of Noah, that went forth of the ark, were Shem, and Ham, and Japheth: and Ham is the father of Canaan.",,,,,,224,1
225,GENI,9,19,These are the three sons of Noah: and of them was the whole earth overspread.,,,,,,225,1
226,GENI,9,20,"And Noah began to be an husbandman, and he planted a vineyard:",,,,,,226,1
