"id","bookid","chapterid","verseno","versetext","imageurl","icon","tagrefs","verserefs","topicrefs","seqno","bookno"
10363,"2KIN",4,14,"And he said, What then is to be done for her? And Gehazi answered, Verily she hath no child, and her husband is old.",,,,,,10363,12
10364,"2KIN",4,15,"And he said, Call her. And when he had called her, she stood in the door.",,,,,,10364,12
10365,"2KIN",4,16,"And he said, About this season, according to the time of life, thou shalt embrace a son. And she said, Nay, my lord, thou man of God, do not lie unto thine handmaid.",,,,,,10365,12
10366,"2KIN",4,17,"And the woman conceived, and bare a son at that season that Elisha had said unto her, according to the time of life.",,,,,,10366,12
10367,"2KIN",4,18,"And when the child was grown, it fell on a day, that he went out to his father to the reapers.",,,,,,10367,12
10368,"2KIN",4,19,"And he said unto his father, My head, my head. And he said to a lad, Carry him to his mother.",,,,,,10368,12
10369,"2KIN",4,20,"And when he had taken him, and brought him to his mother, he sat on her knees till noon, and then died.",,,,,,10369,12
10370,"2KIN",4,21,"And she went up, and laid him on the bed of the man of God, and shut the door upon him, and went out.",,,,,,10370,12
10371,"2KIN",4,22,"And she called unto her husband, and said, Send me, I pray thee, one of the young men, and one of the asses, that I may run to the man of God, and come again.",,,,,,10371,12
10372,"2KIN",4,23,"And he said, Wherefore wilt thou go to him to day? it is neither new moon, nor sabbath. And she said, It shall be well.",,,,,,10372,12
10373,"2KIN",4,24,"Then she saddled an ass, and said to her servant, Drive, and go forward; slack not thy riding for me, except I bid thee.",,,,,,10373,12
10374,"2KIN",4,25,"So she went and came unto the man of God to mount Carmel. And it came to pass, when the man of God saw her afar off, that he said to Gehazi his servant, Behold, yonder is that Shunammite:",,,,,,10374,12
10375,"2KIN",4,26,"Run now, I pray thee, to meet her, and say unto her, Is it well with thee? is it well with thy husband? is it well with the child? And she answered, It is well:",,,,,,10375,12
10376,"2KIN",4,27,"And when she came to the man of God to the hill, she caught him by the feet: but Gehazi came near to thrust her away. And the man of God said, Let her alone; for her soul is vexed within her: and the LORD hath hid it from me, and hath not told me.",,,,,,10376,12
10377,"2KIN",4,28,"Then she said, Did I desire a son of my lord? did I not say, Do not deceive me?",,,,,,10377,12
10378,"2KIN",4,29,"Then he said to Gehazi, Gird up thy loins, and take my staff in thine hand, and go thy way: if thou meet any man, salute him not; and if any salute thee, answer him not again: and lay my staff upon the face of the child.",,,,,,10378,12
10379,"2KIN",4,30,"And the mother of the child said, As the LORD liveth, and as thy soul liveth, I will not leave thee. And he arose, and followed her.",,,,,,10379,12
10380,"2KIN",4,31,"And Gehazi passed on before them, and laid the staff upon the face of the child; but there was neither voice, nor hearing. Wherefore he went again to meet him, and told him, saying, The child is not awaked.",,,,,,10380,12
10381,"2KIN",4,32,"And when Elisha was come into the house, behold, the child was dead, and laid upon his bed.",,,,,,10381,12
10382,"2KIN",4,33,"He went in therefore, and shut the door upon them twain, and prayed unto the LORD.",,,,,,10382,12
10383,"2KIN",4,34,"And he went up, and lay upon the child, and put his mouth upon his mouth, and his eyes upon his eyes, and his hands upon his hands: and stretched himself upon the child; and the flesh of the child waxed warm.",,,,,,10383,12
10384,"2KIN",4,35,"Then he returned, and walked in the house to and fro; and went up, and stretched himself upon him: and the child sneezed seven times, and the child opened his eyes.",,,,,,10384,12
10385,"2KIN",4,36,"And he called Gehazi, and said, Call this Shunammite. So he called her. And when she was come in unto him, he said, Take up thy son.",,,,,,10385,12
10386,"2KIN",4,37,"Then she went in, and fell at his feet, and bowed herself to the ground, and took up her son, and went out.",,,,,,10386,12
10387,"2KIN",4,38,"And Elisha came again to Gilgal: and there was a dearth in the land; and the sons of the prophets were sitting before him: and he said unto his servant, Set on the great pot, and seethe pottage for the sons of the prophets.",,,,,,10387,12
10388,"2KIN",4,39,"And one went out into the field to gather herbs, and found a wild vine, and gathered thereof wild gourds his lap full, and came and shred them into the pot of pottage: for they knew them not.",,,,,,10388,12
10389,"2KIN",4,40,"So they poured out for the men to eat. And it came to pass, as they were eating of the pottage, that they cried out, and said, O thou man of God, there is death in the pot. And they could not eat thereof.",,,,,,10389,12
10390,"2KIN",4,41,"But he said, Then bring meal. And he cast it into the pot; and he said, Pour out for the people, that they may eat. And there was no harm in the pot.",,,,,,10390,12
10391,"2KIN",4,42,"And there came a man from Baalshalisha, and brought the man of God bread of the firstfruits, twenty loaves of barley, and full ears of corn in the husk thereof. And he said, Give unto the people, that they may eat.",,,,,,10391,12
10392,"2KIN",4,43,"And his servitor said, What, should I set this before an hundred men? He said again, Give the people, that they may eat: for thus saith the LORD, They shall eat, and shall leave thereof.",,,,,,10392,12
10393,"2KIN",4,44,"So he set it before them, and they did eat, and left thereof, according to the word of the LORD.",,,,,,10393,12
10394,"2KIN",5,1,"Now Naaman, captain of the host of the king of Syria, was a great man with his master, and honorable, because by him the LORD had given deliverance unto Syria: he was also a mighty man in valor, but he was a leper.",,,,,,10394,12
10395,"2KIN",5,2,"And the Syrians had gone out by companies, and had brought away captive out of the land of Israel a little maid; and she waited on Naaman's wife.",,,,,,10395,12
10396,"2KIN",5,3,"And she said unto her mistress, Would God my lord were with the prophet that is in Samaria! for he would recover him of his leprosy.",,,,,,10396,12
10397,"2KIN",5,4,"And one went in, and told his lord, saying, Thus and thus said the maid that is of the land of Israel.",,,,,,10397,12
10398,"2KIN",5,5,"And the king of Syria said, Go to, go, and I will send a letter unto the king of Israel. And he departed, and took with him ten talents of silver, and six thousand pieces of gold, and ten changes of raiment.",,,,,,10398,12
10399,"2KIN",5,6,"And he brought the letter to the king of Israel, saying, Now when this letter is come unto thee, behold, I have therewith sent Naaman my servant to thee, that thou mayest recover him of his leprosy.",,,,,,10399,12
10400,"2KIN",5,7,"And it came to pass, when the king of Israel had read the letter, that he rent his clothes, and said, Am I God, to kill and to make alive, that this man doth send unto me to recover a man of his leprosy? wherefore consider, I pray you, and see how he seeketh a quarrel against me.",,,,,,10400,12
10401,"2KIN",5,8,"And it was so, when Elisha the man of God had heard that the king of Israel had rent his clothes, that he sent to the king, saying, Wherefore hast thou rent thy clothes? let him come now to me, and he shall know that there is a prophet in Israel.",,,,,,10401,12
10402,"2KIN",5,9,"So Naaman came with his horses and with his chariot, and stood at the door of the house of Elisha.",,,,,,10402,12
10403,"2KIN",5,10,"And Elisha sent a messenger unto him, saying, Go and wash in Jordan seven times, and thy flesh shall come again to thee, and thou shalt be clean.",,,,,,10403,12
10404,"2KIN",5,11,"But Naaman was wroth, and went away, and said, Behold, I thought, He will surely come out to me, and stand, and call on the name of the LORD his God, and strike his hand over the place, and recover the leper.",,,,,,10404,12
10405,"2KIN",5,12,"Are not Abana and Pharpar, rivers of Damascus, better than all the waters of Israel? may I not wash in them, and be clean? So he turned and went away in a rage.",,,,,,10405,12
10406,"2KIN",5,13,"And his servants came near, and spake unto him, and said, My father, if the prophet had bid thee do some great thing, wouldest thou not have done it? how much rather then, when he saith to thee, Wash, and be clean?",,,,,,10406,12
10407,"2KIN",5,14,"Then went he down, and dipped himself seven times in Jordan, according to the saying of the man of God: and his flesh came again like unto the flesh of a little child, and he was clean.",,,,,,10407,12
10408,"2KIN",5,15,"And he returned to the man of God, he and all his company, and came, and stood before him: and he said, Behold, now I know that there is no God in all the earth, but in Israel: now therefore, I pray thee, take a blessing of thy servant.",,,,,,10408,12
10409,"2KIN",5,16,"But he said, As the LORD liveth, before whom I stand, I will receive none. And he urged him to take it; but he refused.",,,,,,10409,12
10410,"2KIN",5,17,"And Naaman said, Shall there not then, I pray thee, be given to thy servant two mules' burden of earth? for thy servant will henceforth offer neither burnt offering nor sacrifice unto other gods, but unto the LORD.",,,,,,10410,12
10411,"2KIN",5,18,"In this thing the LORD pardon thy servant, that when my master goeth into the house of Rimmon to worship there, and he leaneth on my hand, and I bow myself in the house of Rimmon: when I bow down myself in the house of Rimmon, the LORD pardon thy servant in this thing.",,,,,,10411,12
10412,"2KIN",5,19,"And he said unto him, Go in peace. So he departed from him a little way.",,,,,,10412,12
10413,"2KIN",5,20,"But Gehazi, the servant of Elisha the man of God, said, Behold, my master hath spared Naaman this Syrian, in not receiving at his hands that which he brought: but, as the LORD liveth, I will run after him, and take somewhat of him.",,,,,,10413,12
10414,"2KIN",5,21,"So Gehazi followed after Naaman. And when Naaman saw him running after him, he lighted down from the chariot to meet him, and said, Is all well?",,,,,,10414,12
10415,"2KIN",5,22,"And he said, All is well. My master hath sent me, saying, Behold, even now there be come to me from mount Ephraim two young men of the sons of the prophets: give them, I pray thee, a talent of silver, and two changes of garments.",,,,,,10415,12
10416,"2KIN",5,23,"And Naaman said, Be content, take two talents. And he urged him, and bound two talents of silver in two bags, with two changes of garments, and laid them upon two of his servants; and they bare them before him.",,,,,,10416,12
10417,"2KIN",5,24,"And when he came to the tower, he took them from their hand, and bestowed them in the house: and he let the men go, and they departed.",,,,,,10417,12
10418,"2KIN",5,25,"But he went in, and stood before his master. And Elisha said unto him, Whence comest thou, Gehazi? And he said, Thy servant went no whither.",,,,,,10418,12
10419,"2KIN",5,26,"And he said unto him, Went not mine heart with thee, when the man turned again from his chariot to meet thee? Is it a time to receive money, and to receive garments, and oliveyards, and vineyards, and sheep, and oxen, and menservants, and maidservants?",,,,,,10419,12
10420,"2KIN",5,27,"The leprosy therefore of Naaman shall cleave unto thee, and unto thy seed for ever. And he went out from his presence a leper as white as snow.",,,,,,10420,12
10421,"2KIN",6,1,"And the sons of the prophets said unto Elisha, Behold now, the place where we dwell with thee is too strait for us.",,,,,,10421,12
10422,"2KIN",6,2,"Let us go, we pray thee, unto Jordan, and take thence every man a beam, and let us make us a place there, where we may dwell. And he answered, Go ye.",,,,,,10422,12
10423,"2KIN",6,3,"And one said, Be content, I pray thee, and go with thy servants. And he answered, I will go.",,,,,,10423,12
10424,"2KIN",6,4,"So he went with them. And when they came to Jordan, they cut down wood.",,,,,,10424,12
10425,"2KIN",6,5,"But as one was felling a beam, the axe head fell into the water: and he cried, and said, Alas, master! for it was borrowed.",,,,,,10425,12
10426,"2KIN",6,6,"And the man of God said, Where fell it? And he showed him the place. And he cut down a stick, and cast it in thither; and the iron did swim.",,,,,,10426,12
10427,"2KIN",6,7,"Therefore said he, Take it up to thee. And he put out his hand, and took it.",,,,,,10427,12
10428,"2KIN",6,8,"Then the king of Syria warred against Israel, and took counsel with his servants, saying, In such and such a place shall be my camp.",,,,,,10428,12
10429,"2KIN",6,9,"And the man of God sent unto the king of Israel, saying, Beware that thou pass not such a place; for thither the Syrians are come down.",,,,,,10429,12
10430,"2KIN",6,10,"And the king of Israel sent to the place which the man of God told him and warned him of, and saved himself there, not once nor twice.",,,,,,10430,12
10431,"2KIN",6,11,"Therefore the heart of the king of Syria was sore troubled for this thing; and he called his servants, and said unto them, Will ye not show me which of us is for the king of Israel?",,,,,,10431,12
10432,"2KIN",6,12,"And one of his servants said, None, my lord, O king: but Elisha, the prophet that is in Israel, telleth the king of Israel the words that thou speakest in thy bedchamber.",,,,,,10432,12
10433,"2KIN",6,13,"And he said, Go and spy where he is, that I may send and fetch him. And it was told him, saying, Behold, he is in Dothan.",,,,,,10433,12
10434,"2KIN",6,14,"Therefore sent he thither horses, and chariots, and a great host: and they came by night, and compassed the city about.",,,,,,10434,12
10435,"2KIN",6,15,"And when the servant of the man of God was risen early, and gone forth, behold, an host compassed the city both with horses and chariots. And his servant said unto him, Alas, my master! how shall we do?",,,,,,10435,12
10436,"2KIN",6,16,"And he answered, Fear not: for they that be with us are more than they that be with them.",,,,,,10436,12
10437,"2KIN",6,17,"And Elisha prayed, and said, LORD, I pray thee, open his eyes, that he may see. And the LORD opened the eyes of the young man; and he saw: and, behold, the mountain was full of horses and chariots of fire round about Elisha.",,,,,,10437,12
10438,"2KIN",6,18,"And when they came down to him, Elisha prayed unto the LORD, and said, Smite this people, I pray thee, with blindness. And he smote them with blindness according to the word of Elisha.",,,,,,10438,12
10439,"2KIN",6,19,"And Elisha said unto them, This is not the way, neither is this the city: follow me, and I will bring you to the man whom ye seek. But he led them to Samaria.",,,,,,10439,12
10440,"2KIN",6,20,"And it came to pass, when they were come into Samaria, that Elisha said, LORD, open the eyes of these men, that they may see. And the LORD opened their eyes, and they saw; and, behold, they were in the midst of Samaria.",,,,,,10440,12
10441,"2KIN",6,21,"And the king of Israel said unto Elisha, when he saw them, My father, shall I smite them? shall I smite them?",,,,,,10441,12
10442,"2KIN",6,22,"And he answered, Thou shalt not smite them: wouldest thou smite those whom thou hast taken captive with thy sword and with thy bow? set bread and water before them, that they may eat and drink, and go to their master.",,,,,,10442,12
10443,"2KIN",6,23,"And he prepared great provision for them: and when they had eaten and drunk, he sent them away, and they went to their master. So the bands of Syria came no more into the land of Israel.",,,,,,10443,12
10444,"2KIN",6,24,"And it came to pass after this, that Benhadad king of Syria gathered all his host, and went up, and besieged Samaria.",,,,,,10444,12
10445,"2KIN",6,25,"And there was a great famine in Samaria: and, behold, they besieged it, until an ass's head was sold for fourscore pieces of silver, and the fourth part of a cab of dove's dung for five pieces of silver.",,,,,,10445,12
10446,"2KIN",6,26,"And as the king of Israel was passing by upon the wall, there cried a woman unto him, saying, Help, my lord, O king.",,,,,,10446,12
10447,"2KIN",6,27,"And he said, If the LORD do not help thee, whence shall I help thee? out of the barnfloor, or out of the winepress?",,,,,,10447,12
10448,"2KIN",6,28,"And the king said unto her, What aileth thee? And she answered, This woman said unto me, Give thy son, that we may eat him to day, and we will eat my son to morrow.",,,,,,10448,12
10449,"2KIN",6,29,"So we boiled my son, and did eat him: and I said unto her on the next day, Give thy son, that we may eat him: and she hath hid her son.",,,,,,10449,12
10450,"2KIN",6,30,"And it came to pass, when the king heard the words of the woman, that he rent his clothes; and he passed by upon the wall, and the people looked, and, behold, he had sackcloth within upon his flesh.",,,,,,10450,12
10451,"2KIN",6,31,"Then he said, God do so and more also to me, if the head of Elisha the son of Shaphat shall stand on him this day.",,,,,,10451,12
10452,"2KIN",6,32,"But Elisha sat in his house, and the elders sat with him; and the king sent a man from before him: but ere the messenger came to him, he said to the elders, See ye how this son of a murderer hath sent to take away mine head? look, when the messenger cometh, shut the door, and hold him fast at the door: is not the sound of his master's feet behind him?",,,,,,10452,12
10453,"2KIN",6,33,"And while he yet talked with them, behold, the messenger came down unto him: and he said, Behold, this evil is of the LORD; what should I wait for the LORD any longer?",,,,,,10453,12
10454,"2KIN",7,1,"Then Elisha said, Hear ye the word of the LORD; Thus saith the LORD, To morrow about this time shall a measure of fine flour be sold for a shekel, and two measures of barley for a shekel, in the gate of Samaria.",,,,,,10454,12
10455,"2KIN",7,2,"Then a lord on whose hand the king leaned answered the man of God, and said, Behold, if the LORD would make windows in heaven, might this thing be? And he said, Behold, thou shalt see it with thine eyes, but shalt not eat thereof.",,,,,,10455,12
10456,"2KIN",7,3,"And there were four leprous men at the entering in of the gate: and they said one to another, Why sit we here until we die?",,,,,,10456,12
10457,"2KIN",7,4,"If we say, We will enter into the city, then the famine is in the city, and we shall die there: and if we sit still here, we die also. Now therefore come, and let us fall unto the host of the Syrians: if they save us alive, we shall live; and if they kill us, we shall but die.",,,,,,10457,12
10458,"2KIN",7,5,"And they rose up in the twilight, to go unto the camp of the Syrians: and when they were come to the uttermost part of the camp of Syria, behold, there was no man there.",,,,,,10458,12
10459,"2KIN",7,6,"For the LORD had made the host of the Syrians to hear a noise of chariots, and a noise of horses, even the noise of a great host: and they said one to another, Lo, the king of Israel hath hired against us the kings of the Hittites, and the kings of the Egyptians, to come upon us.",,,,,,10459,12
10460,"2KIN",7,7,"Wherefore they arose and fled in the twilight, and left their tents, and their horses, and their asses, even the camp as it was, and fled for their life.",,,,,,10460,12
10461,"2KIN",7,8,"And when these lepers came to the uttermost part of the camp, they went into one tent, and did eat and drink, and carried thence silver, and gold, and raiment, and went and hid it; and came again, and entered into another tent, and carried thence also, and went and hid it.",,,,,,10461,12
10462,"2KIN",7,9,"Then they said one to another, We do not well: this day is a day of good tidings, and we hold our peace: if we tarry till the morning light, some mischief will come upon us: now therefore come, that we may go and tell the king's household.",,,,,,10462,12
10463,"2KIN",7,10,"So they came and called unto the porter of the city: and they told them, saying, We came to the camp of the Syrians, and, behold, there was no man there, neither voice of man, but horses tied, and asses tied, and the tents as they were.",,,,,,10463,12
10464,"2KIN",7,11,And he called the porters; and they told it to the king's house within.,,,,,,10464,12
10465,"2KIN",7,12,"And the king arose in the night, and said unto his servants, I will now show you what the Syrians have done to us. They know that we be hungry; therefore are they gone out of the camp to hide themselves in the field, saying, When they come out of the city, we shall catch them alive, and get into the city.",,,,,,10465,12
10466,"2KIN",7,13,"And one of his servants answered and said, Let some take, I pray thee, five of the horses that remain, which are left in the city, (behold, they are as all the multitude of Israel that are left in it: behold, I say, they are even as all the multitude of the Israelites that are consumed:) and let us send and see.",,,,,,10466,12
10467,"2KIN",7,14,"They took therefore two chariot horses; and the king sent after the host of the Syrians, saying, Go and see.",,,,,,10467,12
10468,"2KIN",7,15,"And they went after them unto Jordan: and, lo, all the way was full of garments and vessels, which the Syrians had cast away in their haste. And the messengers returned, and told the king.",,,,,,10468,12
10469,"2KIN",7,16,"And the people went out, and spoiled the tents of the Syrians. So a measure of fine flour was sold for a shekel, and two measures of barley for a shekel, according to the word of the LORD.",,,,,,10469,12
10470,"2KIN",7,17,"And the king appointed the lord on whose hand he leaned to have the charge of the gate: and the people trode upon him in the gate, and he died, as the man of God had said, who spake when the king came down to him.",,,,,,10470,12
10471,"2KIN",7,18,"And it came to pass as the man of God had spoken to the king, saying, Two measures of barley for a shekel, and a measure of fine flour for a shekel, shall be to morrow about this time in the gate of Samaria:",,,,,,10471,12
10472,"2KIN",7,19,"And that lord answered the man of God, and said, Now, behold, if the LORD should make windows in heaven, might such a thing be? And he said, Behold, thou shalt see it with thine eyes, but shalt not eat thereof.",,,,,,10472,12
10473,"2KIN",7,20,"And so it fell out unto him: for the people trode upon him in the gate, and he died.",,,,,,10473,12
10474,"2KIN",8,1,"Then spake Elisha unto the woman, whose son he had restored to life, saying, Arise, and go thou and thine household, and sojourn wheresoever thou canst sojourn: for the LORD hath called for a famine; and it shall also come upon the land seven years.",,,,,,10474,12
10475,"2KIN",8,2,"And the woman arose, and did after the saying of the man of God: and she went with her household, and sojourned in the land of the Philistines seven years.",,,,,,10475,12
10476,"2KIN",8,3,"And it came to pass at the seven years' end, that the woman returned out of the land of the Philistines: and she went forth to cry unto the king for her house and for her land.",,,,,,10476,12
10477,"2KIN",8,4,"And the king talked with Gehazi the servant of the man of God, saying, Tell me, I pray thee, all the great things that Elisha hath done.",,,,,,10477,12
10478,"2KIN",8,5,"And it came to pass, as he was telling the king how he had restored a dead body to life, that, behold, the woman, whose son he had restored to life, cried to the king for her house and for her land. And Gehazi said, My lord, O king, this is the woman, and this is her son, whom Elisha restored to life.",,,,,,10478,12
10479,"2KIN",8,6,"And when the king asked the woman, she told him. So the king appointed unto her a certain officer, saying, Restore all that was hers, and all the fruits of the field since the day that she left the land, even until now.",,,,,,10479,12
10480,"2KIN",8,7,"And Elisha came to Damascus; and Benhadad the king of Syria was sick; and it was told him, saying, The man of God is come hither.",,,,,,10480,12
10481,"2KIN",8,8,"And the king said unto Hazael, Take a present in thine hand, and go, meet the man of God, and enquire of the LORD by him, saying, Shall I recover of this disease?",,,,,,10481,12
10482,"2KIN",8,9,"So Hazael went to meet him, and took a present with him, even of every good thing of Damascus, forty camels' burden, and came and stood before him, and said, Thy son Benhadad king of Syria hath sent me to thee, saying, Shall I recover of this disease?",,,,,,10482,12
10483,"2KIN",8,10,"And Elisha said unto him, Go, say unto him, Thou mayest certainly recover: howbeit the LORD hath showed me that he shall surely die.",,,,,,10483,12
10484,"2KIN",8,11,"And he settled his countenance stedfastly, until he was ashamed: and the man of God wept.",,,,,,10484,12
10485,"2KIN",8,12,"And Hazael said, Why weepeth my lord? And he answered, Because I know the evil that thou wilt do unto the children of Israel: their strong holds wilt thou set on fire, and their young men wilt thou slay with the sword, and wilt dash their children, and rip up their women with child.",,,,,,10485,12
10486,"2KIN",8,13,"And Hazael said, But what, is thy servant a dog, that he should do this great thing? And Elisha answered, The LORD hath showed me that thou shalt be king over Syria.",,,,,,10486,12
10487,"2KIN",8,14,"So he departed from Elisha, and came to his master; who said to him, What said Elisha to thee? And he answered, He told me that thou shouldest surely recover.",,,,,,10487,12
10488,"2KIN",8,15,"And it came to pass on the morrow, that he took a thick cloth, and dipped it in water, and spread it on his face, so that he died: and Hazael reigned in his stead.",,,,,,10488,12
10489,"2KIN",8,16,"And in the fifth year of Joram the son of Ahab king of Israel, Jehoshaphat being then king of Judah, Jehoram the son of Jehoshaphat king of Judah began to reign.",,,,,,10489,12
10490,"2KIN",8,17,Thirty and two years old was he when he began to reign; and he reigned eight years in Jerusalem.,,,,,,10490,12
10491,"2KIN",8,18,"And he walked in the way of the kings of Israel, as did the house of Ahab: for the daughter of Ahab was his wife: and he did evil in the sight of the LORD.",,,,,,10491,12
10492,"2KIN",8,19,"Yet the LORD would not destroy Judah for David his servant's sake, as he promised him to give him alway a light, and to his children.",,,,,,10492,12
10493,"2KIN",8,20,"In his days Edom revolted from under the hand of Judah, and made a king over themselves.",,,,,,10493,12
10494,"2KIN",8,21,"So Joram went over to Zair, and all the chariots with him: and he rose by night, and smote the Edomites which compassed him about, and the captains of the chariots: and the people fled into their tents.",,,,,,10494,12
10495,"2KIN",8,22,Yet Edom revolted from under the hand of Judah unto this day. Then Libnah revolted at the same time.,,,,,,10495,12
10496,"2KIN",8,23,"And the rest of the acts of Joram, and all that he did, are they not written in the book of the chronicles of the kings of Judah?",,,,,,10496,12
10497,"2KIN",8,24,"And Joram slept with his fathers, and was buried with his fathers in the city of David: and Ahaziah his son reigned in his stead.",,,,,,10497,12
10498,"2KIN",8,25,In the twelfth year of Joram the son of Ahab king of Israel did Ahaziah the son of Jehoram king of Judah begin to reign.,,,,,,10498,12
10499,"2KIN",8,26,"Two and twenty years old was Ahaziah when he began to reign; and he reigned one year in Jerusalem. And his mother's name was Athaliah, the daughter of Omri king of Israel.",,,,,,10499,12
10500,"2KIN",8,27,"And he walked in the way of the house of Ahab, and did evil in the sight of the LORD, as did the house of Ahab: for he was the son in law of the house of Ahab.",,,,,,10500,12
